,sentence,label,data
0,An Information-Theoretic Account of Static Index Pruning,null,null
1,Ruey-Cheng Chen,null,null
2,"National Taiwan University 1 Roosevelt Rd. Sec. 4 Taipei 106, Taiwan",null,null
3,rueycheng@turing.csie.ntu.edu.tw,null,null
4,Chia-Jung Lee,null,null
5,University of Massachusetts 140 Governors Drive,null,null
6,"Amherst, MA 01003-9264",null,null
7,cjlee@cs.umass.edu,null,null
8,ABSTRACT,null,null
9,"In this paper, we recast static index pruning as a model induction problem under the framework of Kullback's principle of minimum cross-entropy. We show that static index pruning has an approximate analytical solution in the form of convex integer program. Further analysis on computation feasibility suggests that one of its surrogate model can be solved efficiently. This result has led to the rediscovery of uniform pruning, a simple yet powerful pruning method proposed in 2001 and later easily ignored by many of us. To empirically verify this result, we conducted experiments under a new design in which prune ratio is strictly controlled. Our result on standard ad-hoc retrieval benchmarks has confirmed that uniform pruning is robust to high prune ratio and its performance is currently state of the art.",null,null
10,Categories and Subject Descriptors,null,null
11,H.1.1 [Systems and Information Theory]: Information theory; H.3.1 [Content Analysis and Indexing]: Indexing methods; H.3.4 [Systems and Software]: Performance evaluation (efficiency and effectiveness),null,null
12,Keywords,null,null
13,Static index pruning; principle of minimum cross-entropy; model induction; uniform pruning,null,null
14,1. INTRODUCTION,null,null
15,"Kullback discussed one famous problem in his seminal work [14] about inducing a probability measure based on some previous measurement. When one has some initial hypothesis about a system and seeks to update this measurement incrementally, she needs to choose a new hypothesis from a set of feasible measures that best approximates her current belief. Here, the difficulty lies in defining the notion of closeness in the probability space. While at the time this was an important issue in everyday probabilistic modeling, a genuine solution had yet to come.",null,null
16,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than ACM must be honored. Abstracting with credit is permitted. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. Request permissions from permissions@acm.org. SIGIR'13, July 28­August 1, 2013, Dublin, Ireland. Copyright 2013 ACM 978-1-4503-2034-4/13/07 ...$15.00.",null,null
17,"To answer the question he had raised, Kullback introduced a method called ""minimum discrimination information,"" or in the recent literature known as the principle of minimum cross-entropy. This approach has later become one of the most influential inductive principles in statistics, and also has benefited numerous fields, including some subareas in information retrieval [15,20]. Kullback's solution was simple and elegant: One shall choose a measure that most closely resembles the previous measurement in terms of KullbackLeibler divergence. Specifically, this is equivalent to solving the following optimization problem, given some prior measure p and a set of feasible measures F:",null,null
18,minimize subject to,null,null
19,D(q||p) q  F.,null,null
20,(1),null,null
21,"In this paper, we apply this induction framework to a classic problem in information retrieval, called static index pruning. Static index pruning is a task that reduces the index size for improving disk usage and query throughput [1]. Size reduction is done by removing index entries. Generally, the aim in static index pruning is to find a subset of index entries that best approximates the full index in terms of retrieval performance. This aspect, as we will show later, is closely related to model induction.",null,null
22,"One key assumption in this paper is that an inverted index is a nonparametric, conditional distribution of document D given term T , i.e., p(D|T ). This follows directly from Chen et al.'s definition [10], which allows us to measure the resemblance between two versions of inverted indexes the way we do probability distributions. Here, the following definitions put static index pruning into the framework of Equation (1):",null,null
23,· The prior distribution p is defined as the full (unpruned) inverted index.,null,null
24,"· The set of feasible hypotheses F contains all the possible pruned indexes of p that have reached some given prune ratio . In other words, each element q  F is a pruned version of the original inverted index p.",null,null
25,"This conception marks the very beginning of our quest for developing an efficient solution of static index pruning. Through analysis, we first show that static index pruning is essentially a combinatorial optimization problem. Nevertheless, in Section 3, we manage to obtain a weaker analytical solution that is practically operable by trading off some mathematical rigor. We found that, under appropriate assumptions, static index pruning reduces to a convex integer program. But this is not a good solution in general, since the number of variables in the convex program is linear to the",null,null
26,163,null,null
27,"number of postings in the inverted index, which may easily exceed a few millions on any medium-sized text collection. That means this solution does not scale at all, even with the latest super-efficient convex solver.",null,null
