,sentence,label,data
0,"Relating Retrievability, Performance and Length",null,null
1,Colin Wilkie and Leif Azzopardi,null,null
2,"School of Computing Science, University of Glasgow",null,null
3,"Glasgow, United Kingdom",null,null
4,"{Colin.Wilkie,Leif.Azzopardi}@glasgow.ac.uk",null,null
5,ABSTRACT,null,null
6,"Retrievability provides a different way to evaluate an Information Retrieval (IR) system as it focuses on how easily documents can be found. It is intrinsically related to retrieval performance because a document needs to be retrieved before it can be judged relevant. In this paper, we undertake an empirical investigation into the relationship between the retrievability of documents, the retrieval bias imposed by a retrieval system, and the retrieval performance, across different amounts of document length normalization. To this end, two standard IR models are used on three TREC test collections to show that there is a useful and practical link between retrievability and performance. Our findings show that minimizing the bias across the document collection leads to good performance (though not the best performance possible). We also show that past a certain amount of document length normalization the retrieval bias increases, and the retrieval performance significantly and rapidly decreases. These findings suggest that the relationship between retrievability and effectiveness may offer a way to automatically tune systems.",null,null
7,Categories and Subject Descriptors: H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval - Performance Evaluation,null,null
8,"Terms Theory, Experimentation Keywords Retrievability, Simulation",null,null
9,1. INTRODUCTION,null,null
10,"Traditionally IR systems are evaluated in terms of efficiency and performance [13]. However IR systems can also be evaluated in terms of retrievability [3], which assesses how often documents are retrieved (as opposed to the speed of retrieval and the quality of retrieval respectively). Retrievability is fundamental to IR because it precedes relevancy [3]. In this paper, we investigate the relationship between retrievability and retrieval performance in the context of ad-hoc topic retrieval for two standard best match retrieval models. To this end, we shall first formally define retrievability be-",null,null
11,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than ACM must be honored. Abstracting with credit is permitted. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. Request permissions from permissions@acm.org. SIGIR'13, July 28­August 1, 2013, Dublin, Ireland. Copyright 2013 ACM 978-1-4503-2034-4/13/07 ...$15.00.",null,null
12,"fore discussing how it relates to performance. Next, we perform an empirical analysis where we hypothesize that lower retrievability bias will lead to better retrieval performance.",null,null
13,2. BACKGROUND,null,null
14,"In [3], retrievability was defined as a measure that provides an indication of how easily a document could be retrieved under a particular configuration of an IR system. Put formally the retrievability r(d) of a document d with respect to an IR system is:",null,null
15,"r(d)  f (kdq, {c, g})",null,null
16,(1),null,null
17,qQ,null,null
