,sentence,label,data
0,The Effect of Threshold Priming and Need for Cognition on Relevance Calibration and Assessment,null,null
1,Falk Scholer,null,null
2,School of Computer Science and Information Technology,null,null
3,"RMIT University Melbourne, Australia",null,null
4,falk.scholer@rmit.edu.au,null,null
5,"Diane Kelly, Wan-Ching Wu, Hanseul S. Lee",null,null
6,School of Information and Library Science,null,null
7,"University of North Carolina Chapel Hill, NC, USA",null,null
8,dianek@email.unc.edu,null,null
9,William Webber,null,null
10,College of Information Studies University of Maryland,null,null
11,"College Park, Maryland, USA",null,null
12,wew@umd.edu,null,null
13,ABSTRACT,null,null
14,"Human assessments of document relevance are needed for the construction of test collections, for ad-hoc evaluation, and for training text classifiers. Showing documents to assessors in different orderings, however, may lead to different assessment outcomes. We examine the effect that threshold priming, seeing varying degrees of relevant documents, has on people's calibration of relevance. Participants judged the relevance of a prologue of documents containing highly relevant, moderately relevant, or non-relevant documents, followed by a common epilogue of documents of mixed relevance. We observe that participants exposed to only non-relevant documents in the prologue assigned significantly higher average relevance scores to prologue and epilogue documents than participants exposed to moderately or highly relevant documents in the prologue. We also examine how need for cognition, an individual difference measure of the extent to which a person enjoys engaging in effortful cognitive activity, impacts relevance assessments. High need for cognition participants had a significantly higher level of agreement with expert assessors than low need for cognition participants did. Our findings indicate that assessors should be exposed to documents from multiple relevance levels early in the judging process, in order to calibrate their relevance thresholds in a balanced way, and that individual difference measures might be a useful way to screen assessors.",null,null
15,Categories and Subject Descriptors,null,null
16,H.3.4 [Information Storage and Retrieval]: Systems and software--performance evaluation.,null,null
17,Keywords,null,null
18,"Evaluation, assessors, relevance assessments, relevance behavior, need for cognition, threshold priming, order effects, calibration",null,null
19,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than ACM must be honored. Abstracting with credit is permitted. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. Request permissions from permissions@acm.org. SIGIR'13, July 28­August 1, 2013, Dublin, Ireland. Copyright 2013 ACM 978-1-4503-2034-4/13/07 ...$15.00.",null,null
20,1. INTRODUCTION,null,null
21,"Relevance is a fundamental concept in information retrieval (IR) and forms the basis of most methods of evaluating IR systems. Relevance assessments, however, are subject to human judgment. Different assessors may make different assessments of the relevance of the same document to the same topic, and one assessor may make different assessments of the same document at different times and under different conditions.",null,null
22,"Relevance assessments are used for retrieval evaluation, either through reusable test collections such as those constructed by TREC and similar efforts, or through more ad-hoc evaluation. While differences in relevance assessments may have a limited effect on comparative system evaluation, they have a serious impact on the absolute evaluation of system effectiveness, as the level of agreement between human assessors places a practical upper bound on measurable system quality. This distortion is consequential in environments where absolute measures of retrieval completeness and accuracy are required, such as e-discovery, patent retrieval, and research literature surveys. Relevance assessments are also used to train text classifiers and learning to rank systems, and assessor variability may work to degrade the effectiveness of such systems.",null,null
23,"While many causes of human variability in relevance assessment are inescapable, some are within the control of the evaluation designer [26]. One such factor is the order in which the assessor is asked to assess documents for relevance. A long sequence of irrelevant documents, for instance, might cause an assessor to lower their threshold of relevance, or alternatively to lose concentration and miss relevant documents--an effect evaluation designers could seek to counteract by seeding likely-relevant documents more evenly. The overall density of likely-relevant documents in the set of documents for assessment may be under the control of the evaluation designer, through sampling or pooling decisions. For instance, a uniform sampling of a document corpus will give a much lower density of relevant documents than a stratified sampling that weights samples towards retrieved or highly-ranked documents.",null,null
