,sentence,label,data
0,How Do Users Respond to Voice Input Errors?,null,null
1,Lexical and Phonetic Query Reformulation in Voice Search,null,null
2,Jiepu Jiang,null,null
3,"School of Information Sciences, University of Pittsburgh",null,null
4,jiepu.jiang@gmail.com,null,null
5,Wei Jeng,null,null
6,"School of Information Sciences, University of Pittsburgh",null,null
7,wej9@pitt.edu,null,null
8,Daqing He,null,null
9,"School of Information Sciences, University of Pittsburgh",null,null
10,dah44@pitt.edu,null,null
11,ABSTRACT,null,null
12,"Voice search offers users with a new search experience: instead of typing, users can vocalize their search queries. However, due to voice input errors (such as speech recognition errors and improper system interruptions), users need to frequently reformulate queries to handle the incorrectly recognized queries. We conducted user experiments with native English speakers on their query reformulation behaviors in voice search and found that users often reformulate queries with both lexical and phonetic changes to previous queries. In this paper, we first characterize and analyze typical voice input errors in voice search and users' corresponding reformulation strategies. Then, we evaluate the impacts of typical voice input errors on users' search progress and the effectiveness of different reformulation strategies on handling these errors. This study provides a clearer picture on how to further improve current voice search systems.",null,null
13,Categories and Subject Descriptors,null,null
14,"H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval ­ query formulation, relevance feedback.",null,null
15,General Terms,null,null
16,"Measurement, Experimentation, Human Factors.",null,null
17,Keywords,null,null
18,Query reformulation; voice search; voice input errors.,null,null
19,1. INTRODUCTION,null,null
20,"Supporting query reformulation has long been recognized as an important strategy to help users further their search progress [3]. Users may need to reformulate queries several times until their information needs are fully satisfied. The need for reformulation may be attached to the users themselves. As users may have limited understanding of their information needs, the retrieval system and the collection, it is difficult for them to develop one single query to complete the search. At the same time, the need for reformulation may come from search problems being explorative where relevant documents may be scattered among different subtopics, so that it is impossible to retrieve all relevant documents with a single query. Therefore, many studies [7, 22] concentrated on supporting reformulation of textual queries.",null,null
21,"Along with the rapidly increasing usage of mobile devices and the improvement of speech processing, voice search becomes an",null,null
22,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than ACM must be honored. Abstracting with credit is permitted. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. Request permissions from permissions@acm.org. SIGIR'13, July 28­August 1, 2013, Dublin, Ireland. Copyright © 2013 ACM 978-1-4503-2034-4/13/07...$15.00.",null,null
23,"alternative search mode. During voice search, users can vocalize their queries and the retrieval system utilizes the voice recognition results for retrieval [6, 19]. Though previous studies found that query reformulation plays an important role in conventional textual search systems, to the best of our knowledge, there are very limited studies on voice search, especially concerning users' query reformulation in voice search.",null,null
24,"In this paper, we therefore focus on explaining query reformulation behaviors in the context of voice search. The term voice query1 refers to the query in voice search. It contains not only the lexical contents, but also the phonetic characteristics such as the speaker's stress, speed, and intonation. In comparison, we refer to those searches in which users need to type queries on a keyboard as conventional searches.",null,null
