,sentence,label,data,regex
0,The Importance of Anchor Text for Ad Hoc Search Revisited,0,,False
1,"Marijn Koolen1 Jaap Kamps1,2",0,,False
2,"1 Archives and Information Studies, University of Amsterdam, The Netherlands 2 ISLA, Informatics Institute, University of Amsterdam, The Netherlands",0,,False
3,"{m.h.a.koolen,kamps}@uva.nl",0,,False
4,ABSTRACT,0,,False
5,"It is generally believed that propagated anchor text is very important for effective Web search as offered by the commercial search engines. ""Google Bombs"" are a notable illustration of this. However, many years of TREC Web retrieval research failed to establish the effectiveness of link evidence for ad hoc retrieval on Web collections. The ultimate resolution to this dilemma was that typical Web search is very different from the traditional ad hoc methodology. So far, however, no one has established why link information, like incoming link degree or anchor text, does not help ad hoc retrieval effectiveness. Several possible explanations were given, including the collections being too small for anchors to be effective, and the density of the link graph being too low.",1,TREC,True
6,"The new TREC 2009 Web Track collection is substantially larger than previous collections and has a dense link graph. Our main finding is that propagated anchor text outperforms full-text retrieval in terms of early precision, and in combination with it, gives an improvement in overall precision. We then analyse the impact of link density and collection size by down-sampling the number of links and the number of pages respectively.",1,TREC,True
7,"Other findings are that, contrary to expectations, (inter-server) link density has little impact on effectiveness, while the size of the collection has a substantial impact on the quantity, quality and effectiveness of anchor text. We also compare the diversity of the search results of anchor text and full-text approaches, which show that anchor text performs significantly better than full-text search and confirm our findings for the ad hoc search task.",1,ad,True
8,Categories and Subject Descriptors: H.3.4 [Information Storage and Retrieval]: Systems and Software--performance evaluation (efficiency and effectiveness),0,,False
9,"General Terms: Experimentation, Measurement, Performance",0,,False
10,"Keywords: Ad hoc, Anchor text, Collection size, Link density",1,hoc,True
11,1. INTRODUCTION,1,DUC,True
12,"The use of anchor text for Web retrieval is well studied, with the broad conclusion that it is very effective for finding entry pages of sites­often outperforming approaches based on document text alone­but not for ad hoc search. Based on claims from commer-",1,ad,True
13,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. To copy otherwise, to republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. SIGIR'10, July 19­23, 2010, Geneva, Switzerland. Copyright 2010 ACM 978-1-60558-896-4/10/07 ...$10.00.",1,ad,True
14,"cial search engine companies, over the course of several years of Web search experiments at TREC [34], organisers and participants have tried to establish the effectiveness of link information, including anchor text, for retrieval. Despite the enthusiasm and effort of many participating groups, in the first two years, 1999­2000, participants failed to show any improvements due to link information [17]. After the first year, the main reason was deemed to be the low number of inter-server links [19]. For the second year, an artificially crafted collection with more inter-server links (WT10g, [4]) was used, and participants combined content information with link evidence such as PageRank, HITS and anchor text, but again without success. This time, the main difference between the results at TREC and the general belief that link information is valuable, was considered to be the difference in search tasks [15, 33]. Typical Web search behaviour is very different from the user model assumed for the traditional ad hoc methodology. Web searchers tend to ""prefer the entry page of a well-known topical site to an isolated piece of text, no matter how relevant"" [17]. According to Hawking and Craswell [17], p.215:",1,TREC,True
15,"Hyperlink and other web evidence is highly valuable for some types of search task, but not for others.",0,,False
16,"Although the switch to more Web-centric search tasks like home page and named page finding showed link information to be very effective for these tasks [9, 24, 26, 29], there is no clear explanation of why anchor text is not effective for ad hoc retrieval. Anchor text provides short summaries often by different authors about the topic of a page. This could potentially improve the document representation of web pages that have incoming links, and thereby the precision of search results. On the Web, which is infinitely large, early precision is the important criterion. Recall is almost impossible to measure, but also not important for most users.",1,ad,True
