,sentence,label,data
,,,
0,Demonstration Papers 3: Applications,null,null
,,,
1,,null,null
,,,
2,"SIGIR '19, July 21­25, 2019, Paris, France",null,null
,,,
3,,null,null
,,,
4,An Experimentation Platform for Precision Medicine,null,null
,,,
5,,null,null
,,,
6,Vincent Nguyen,null,null
,,,
7,vincent.nguyen@anu.edu.au CSIRO Data61 & Australian National University,null,null
,,,
8,"Canberra, ACT, Australia",null,null
,,,
9,ABSTRACT,null,null
,,,
10,"Precision medicine--where data from patients, their genes, their lifestyles and the available treatments and their combination are taken into account for finding a suitable treatment--requires searching the biomedical literature and other resources such as clinical trials with the patients' information. The retrieved information could then be used in curating data for clinicians for decisionmaking. We present information retrieval researchers with an online system which enables experimentation in search for precision medicine within the framework provided by the TREC Precision Medicine",Y,TREC
,,,
11,CCS CONCEPTS,null,null
,,,
12,· Information systems  Learning-to-rank; Query reformulation; Specialized information retrieval;,null,null
,,,
13,KEYWORDS,null,null
,,,
14,"Health informatics, Literature search, Domain-Specific Search",null,null
,,,
15,"ACM Reference Format: Vincent Nguyen, Sarvnaz Karimi, and Brian Jin. 2019. An Experimentation Platform for Precision Medicine. In Proceedings of the 42nd International ACM SIGIR Conference on Research and Development in Information Retrieval",null,null
,,,
16,1 INTRODUCTION,null,null
,,,
17,"Improving the treatment success of cancer patients relies on providing the right information to practising clinicians. While some of this information is published in the biomedical literature, searching among over 27 million MEDLINE abstracts, with new articles added each minute, makes it difficult if not impossible to know all the latest treatment options. Similarly, it is not straightforward to find clinical trials that a patient is eligible for. The goal of the TREC Precision Medicine",Y,TREC
,,,
18,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than the author(s) must be honored. Abstracting with credit is permitted. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. Request permissions from permissions@acm.org. SIGIR '19, July 21­25, 2019, Paris, France © 2019 Copyright held by the owner/author(s). Publication rights licensed to ACM. ACM ISBN 978-1-4503-6172-9/19/07. . . $15.00 https://doi.org/10.1145/3331184.3331396",null,null
,,,
19,,null,null
,,,
20,Sarvnaz Karimi Brian Jin,null,null
,,,
21,firstname.lastname@csiro.au CSIRO Data61,null,null
,,,
22,"Sydney, NSW, Australia",null,null
,,,
23,,null,null
,,,
24,disease,null,null
,,,
25,,null,null
,,,
26,Acute lymphoblastic leukemia,null,null
,,,
27,,null,null
,,,
28,gene,null,null
,,,
29,,null,null
,,,
30,"ABL1, PTPN11",null,null
,,,
31,,null,null
,,,
32,demographic 12-year-old male,null,null
,,,
33,,null,null
,,,
34,Figure 1: A sample topic from TREC PM 2018,null,null
,,,
35,,null,null
,,,
36,their corresponding clinical trials1 as well as treatment options in MEDLINE and abstracts from The American Association for Cancer Research,null,null
,,,
37,"We provide a platform for researchers to experiment with some of the most popular query expansion and ranking methods for the PM track. We also implement learning-to-rank using the latest deep learning-based methods in text classification, including a language representation model called Bidirectional Encoder Representations from Transformers",null,null
,,,
38,2 RELATED SYSTEMS,null,null
,,,
39,"Literature on search for precision medicine is limited, with most relevant studies reported by the TREC PM 2017 and 2018 participants [13, 14]. These reports however often are work in progress and lack enough details on the methods and implementation details, making it difficult to reproduce the results.",null,null
,,,
40,There are other related systems in place. One is proposed by Koopman et al. [9] with a task-based search engine to assist in clinical search. Another platform is EvALL [1] where the output of different systems can be compared in the same setting. An information retrieval experimentation platform that uses Domain Specific Language,null,null
,,,
41,"Marshall et al. [11] release an open-source web-based system, RobotReviewer, which takes input biomedical articles or clinical trials and processes them for extraction and synthesis of evidence for the practice of Evidence-Based Medicine. We see our system",null,null
,,,
42,1 https://clinicaltrials.gov/ 2 https://www.vizie.csiro.au/trec-eval,null,null
,,,
43,,null,null
,,,
44,1357,null,null
,,,
45,,null,null
,,,
46,Demonstration Papers 3: Applications,null,null
,,,
47,,null,null
,,,
48,"SIGIR '19, July 21­25, 2019, Paris, France",null,null
,,,
49,,null,null
,,,
50,as a complementary first step before RobotReviewer to find the articles to be processed for evidence.,null,null
,,,
51,3 INDEXING,null,null
,,,
52,"Our system provides the index of three collections: MEDLINE abstracts, AACR and ASCO abstracts, and clinical trials that were part of the TREC PM supplied data collections. All documents in the MEDLINE collection are stemmed with stopwords removed automatically at index time by Solr3. Medline abstracts documents have the following fields indexed: pmid",Y,TREC
,,,
53,4 QUERY PROCESSING TECHNIQUES,null,null
,,,
54,"We provide query expansion options as shown on the left-handside of Figure 2. Apart from standard query expansion techniques, such as pseudo-relevance feedback, expansion with domain-specific terminology from Unified Medical Language System",null,null
,,,
55,Gene Expansion. Gene expansion uses genes identified by Metamap [2] to expand the topics using one of the four available options:,null,null
,,,
56,Users can also use a combination of these options.,null,null
,,,
57,Disease Expansion. Disease expansion relies on Metamap to identify the disease names. They can then be expanded using one the three options:,null,null
,,,
58,"· Metamap filtering, which uses UMLS concepts restricted to the semantics types of: Disease or Syndrome, Sign or Symptom, Pathologic Function, Anatomical Abnormality,",null,null
,,,
