,sentence,label,data
,,,
0,"Short Research Papers 1A: AI, Mining, and others",null,null
,,,
1,,null,null
,,,
2,"SIGIR '19, July 21­25, 2019, Paris, France",null,null
,,,
3,,null,null
,,,
4,Learning More From Less,null,null
,,,
5,Towards Strengthening Weak Supervision for Ad-Hoc Retrieval,null,null
,,,
6,,null,null
,,,
7,Dany Haddad,null,null
,,,
8,danyhaddad@utexas.edu The University of Texas at Austin,null,null
,,,
9,ABSTRACT,null,null
,,,
10,"The limited availability of ground truth relevance labels has been a major impediment to the application of supervised methods to ad-hoc retrieval. As a result, unsupervised scoring methods, such as BM25, remain strong competitors to deep learning techniques which have brought on dramatic improvements in other domains, such as computer vision and natural language processing. Recent works have shown that it is possible to take advantage of the performance of these unsupervised methods to generate training data for learning-to-rank models. The key limitation to this line of work is the size of the training set required to surpass the performance of the original unsupervised method, which can be as large as 1013 training examples. Building on these insights, we propose two methods to reduce the amount of training data required. The first method takes inspiration from crowdsourcing, and leverages multiple unsupervised rankers to generate soft, or noise-aware, training labels. The second identifies harmful, or mislabeled, training examples and removes them from the training set. We show that our methods allow us to surpass the performance of the unsupervised baseline with far fewer training examples than previous works.",null,null
,,,
11,CCS CONCEPTS,null,null
,,,
12,· Information systems  Retrieval models and ranking.,null,null
,,,
13,KEYWORDS,null,null
,,,
14,"Information retrieval, Noisy Labels, Weak Supervision, Neural Network, Deep Learning",null,null
,,,
15,ACM Reference Format: Dany Haddad and Joydeep Ghosh. 2019. Learning More From Less: Towards Strengthening Weak Supervision for Ad-Hoc Retrieval. In Proceedings of the 42nd International ACM SIGIR Conference on Research and Development in Information Retrieval,null,null
,,,
16,1 INTRODUCTION,null,null
,,,
17,"Classical ad-hoc retrieval methods have relied primarily on unsupervised signals such as BM25, TF-IDF, and PageRank as inputs",null,null
,,,
18,Work done while interning at CognitiveScale.,null,null
,,,
19,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than the author(s) must be honored. Abstracting with credit is permitted. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. Request permissions from permissions@acm.org. SIGIR '19, July 21­25, 2019, Paris, France © 2019 Copyright held by the owner/author(s). Publication rights licensed to ACM. ACM ISBN 978-1-4503-6172-9/19/07. . . $15.00 https://doi.org/10.1145/3331184.3331272",null,null
,,,
20,,null,null
,,,
21,Joydeep Ghosh,null,null
,,,
22,ghosh@ece.utexas.edu The University of Texas at Austin,null,null
,,,
23,to learning-to-rank,null,null
,,,
24,"In [7], Dehghani et al. show that the output of an unsupervised document retrieval method can be used to train a supervised ranking model that outperforms the original unsupervised ranker. More recently, [13] proposed a hierarchical interaction based model that is trained on a similarly generated training set. These works have shown the potential of leveraging unsupervised methods as sources of weak supervision for the retrieval task. However, they require training on as many as 1013 training examples to surpass the performance of the unsupervised baseline [7, 13].",null,null
,,,
25,"In this work, we substantially reduce this number by making more effective use of the generated training data. We present two methods that make improvements in this direction, and beat the unsupervised method using fewer than 10% of the training rankings compared to previous techniques.",null,null
,,,
26,"In the first method, we take a crowdsourcing approach and collect the output of multiple unsupervised retrieval models. Following [19], we learn a joint distribution over the outputs of said retrieval models and generate a new training set of soft labels. We call this the noise-aware model. The noise-aware model does not require access to any gold labels1.",null,null
,,,
27,Our second method builds on the idea of dataset debugging and identifies training examples with the most harmful influence [10],null,null
,,,
28,2 RELATED WORK,null,null
,,,
29,"Much of the prior work in handling noisy datasets has been in the context of a classifier from noisy labels. In the binary classification context, noise is seen as a class-conditional probability that an observed label is the opposite of the true label [8, 14]. In the ranking context, we typically expect that models trained using pairwise or listwise loss functions will far outperform pointwise approaches [11]. Since the label of a pair is determined by the ordering of the documents within the pair, it is not immediately obvious how the class-conditional flip probabilities translate to this formulation. The relationship to listwise objectives is not straightforward either.",null,null
,,,
30,"1To differentiate them from labels originating from weak supervision sources, we refer to relevance scores assigned by a human as ""gold"" labels",null,null
,,,
31,,null,null
,,,
32,857,null,null
,,,
33,,null,null
,,,
34,"Short Research Papers 1A: AI, Mining, and others",null,null
,,,
35,,null,null
,,,
36,"SIGIR '19, July 21­25, 2019, Paris, France",null,null
,,,
37,,null,null
,,,
38,"In [5] and [6], Dehghani et al. introduce two semi-supervised student-teacher models where the teacher weights the contribution of each sample in the student model's training loss based on its confidence in the quality of the label. They train the teacher on a small subset of gold labels and use the model's output as confidence weights for the student model. [5] shows that using this approach, they can beat the unsupervised ranker using ~75% of the data required when training directly on the noisy data. They train a cluster of 50 gaussian processes to form the teacher annotations which are used to generate soft labels to fine-tune the student model.",null,null
,,,
39,"In [19], Ratner et al. transform a set of weak supervision sources, that may disagree with each other, into soft labels used to train a discriminative model. They show experimentally that this approach outperforms the naïve majority voting strategy for generating the target labels. This inspires our noise-aware approach.",null,null
,,,
40,"In [10], Koh et al. apply classical results from regression analysis to approximate the change in loss at a test point caused by removing a specific point from the training set. They show experimentally that their method approximates this change in loss well, even for highly non-linear models, such as GoogLeNet. They also apply their method to prioritize training examples to check for labeling errors. Our influence-aware approach uses influence functions [10] to identify mislabeled training examples.",null,null
,,,
41,,null,null
,,,
42,3 PROPOSED METHODS,null,null
,,,
43,,null,null
,,,
44,3.1 Model Architecture,null,null
,,,
45,,null,null
,,,
46,"In this work, we only explore pairwise loss functions since they typi-",null,null
,,,
47,,null,null
,,,
48,cally lead to better performing models than the pointwise approach.,null,null
,,,
49,,null,null
,,,
50,"Listwise approaches, although typically the most effective, tend to",null,null
,,,
51,,null,null
,,,
52,have high training and inference time computational complexity,null,null
,,,
53,,null,null
,,,
54,due to their inherently permutation based formulations [11].,null,null
,,,
55,,null,null
,,,
56,We consider a slight variant of the Rank model proposed in [7] as our baseline model. We represent the tokens in the ith query as tiq and the tokens in the ith document as tid . We embed these tokens in a low dimensional space with a mapping E : V  Rl,null,null
,,,
57,,null,null
,,,
58,where V is the vocabulary and l is the embedding dimension. We,null,null
,,,
59,,null,null
,,,
60,also learn token dependent weights W : V  R. Our final repre-,null,null
,,,
61,,null,null
,,,
62,sentation for a query q is a weighted sum of the word embeddings:,null,null
,,,
63,,null,null
,,,
64,vq =,null,null
,,,
65,,null,null
,,,
66,t,null,null
,,,
67,,null,null
,,,
68,q j,null,null
,,,
69,,null,null
,,,
70,t,null,null
,,,
71,,null,null
,,,
72,q,null,null
,,,
73,,null,null
,,,
74,W~ q,null,null
,,,
75,,null,null
,,,
76,(t,null,null
,,,
77,,null,null
,,,
78,q j,null,null
,,,
79,,null,null
,,,
80,)E(t,null,null
,,,
81,,null,null
,,,
82,q j,null,null
,,,
83,,null,null
,,,
84,),null,null
,,,
85,,null,null
,,,
86,where W~ q,null,null
,,,
87,,null,null
,,,
88,indicates,null,null
,,,
89,,null,null
,,,
90,that,null,null
,,,
91,,null,null
,,,
92,the,null,null
,,,
93,,null,null
,,,
94,weights,null,null
,,,
95,,null,null
,,,
96,are,null,null
,,,
97,,null,null
,,,
98,normalized to sum to 1 across tokens in the query q using a soft-,null,null
,,,
99,,null,null
,,,
100,max operation. The vector representation for documents is defined,null,null
,,,
101,,null,null
,,,
102,similarly.,null,null
,,,
103,,null,null
,,,
104,"In addition, we take the difference and elementwise products",null,null
,,,
105,,null,null
,,,
106,of the document and query vectors and concatenate them into a,null,null
,,,
107,"single vector vq,d = [vq , vd , vq - vd , vq  vd ]. We compute the relevance score of a document, d, to a query, q by passing vq,d through a feed-forward network with ReLU activations and scalar output. We use a tanh at the output of the rank model and use the",null,null
,,,
108,,null,null
,,,
109,raw logit scores otherwise. We represent the output of our model,null,null
,,,
110,parameterized by  as f,null,null
,,,
111,"where sq,di is the relevance score of di to q given by the unsupervised ranker. The pairwise objective function we minimize is given",null,null
,,,
112,,null,null
,,,
113,by:,null,null
,,,
114,,null,null
,,,
115,L(Z;  ) = L(f,null,null
,,,
116,z Z,null,null
,,,
117,,null,null
,,,
118,Lce,null,null
,,,
119,,null,null
,,,
120,-2,null,null
,,,
121,,null,null
,,,
122,Lhine,null,null
,,,
123,,null,null
,,,
124,-3,null,null
,,,
125,,null,null
,,,
126,"Where relq,(d1,d2)  [0, 1] gives the relative relevance of d1 and d2 to q. L is either Lce or Lhine for cross-entropy or hinge loss, respectively. The key difference between the rank and noise-aware",null,null
,,,
127,"models is how relq,(d1,d2) is determined. As in [7], we train the rank model by minimizing the max-margin loss and compute relq,(d1,d2) as sign(sq,d1 - sq,d2 ).",null,null
,,,
128,Despite the results in [21] showing that the max-margin loss,null,null
,,,
129,,null,null
,,,
130,exhibits stronger empirical risk guarantees for ranking tasks using,null,null
,,,
131,,null,null
,,,
132,"noisy training data, we minimize the cross-entropy loss in each of",null,null
,,,
133,,null,null
,,,
134,"our proposed models for the following reasons: in the case of the noise-aware model, each of our soft training labels are a distribution",null,null
,,,
135,,null,null
,,,
136,"over {0, 1}, so we seek to learn a calibrated model rather than",null,null
,,,
137,,null,null
,,,
138,one which maximizes the margin,null,null
,,,
139,,null,null
,,,
140,the cross-entropy rather than the hinge loss since the method of,null,null
,,,
141,,null,null
,,,
142,influence functions relies on having a twice differentiable objective.,null,null
,,,
143,,null,null
,,,
144,3.2 Noise-aware model,null,null
,,,
145,"In this approach, relq,(di,dj )  [0, 1] are soft relevance labels. For each of the queries in the training set, we rank the top documents by relevance using k unsupervised rankers. Considering ordered pairs of these documents, each ranker gives a value of 1 if it agrees with the order, -1 if it disagrees and 0 if neither document appears",null,null
,,,
146,"in the top 10 positions of the ranking. We collect these values into a matrix   {-1, 0, 1}m×k for m document pairs. The joint distribution over these pairwise preferences and the true pairwise orderings y is given by:",null,null
,,,
147,,null,null
,,,
148,m,null,null
,,,
149,,null,null
,,,
150,1 Pw,null,null
,,,
151,,null,null
,,,
152,wT,null,null
,,,
153,,null,null
,,,
154,-4,null,null
,,,
155,,null,null
,,,
156,Where w is a vector of learned parameters and Z,null,null
,,,
157,,null,null
,,,
158,tition function. A natural choice for  is to model the accuracy,null,null
,,,
159,,null,null
,,,
160,"of each individual ranker in addition to the pairwise correlations between each of the rankers. So for the ith document pair, we have the following expression for i",null,null
,,,
161,,null,null
,,,
162,i = [{i j = yi }1j k ||{i j = il 0}j l ],null,null
,,,
163,,null,null
,,,
164,"Since the true relevance preferences are unknown, we treat them",null,null
,,,
165,,null,null
,,,
166,as latent. We learn the parameters for this model without any gold relevance labels y by maximizing the marginal likelihood,null,null
,,,
167,,null,null
,,,
168,[19]) given by:,null,null
,,,
169,,null,null
,,,
170,max log,null,null
,,,
171,w,null,null
,,,
172,,null,null
,,,
173,y,null,null
,,,
174,,null,null
,,,
175,Pw,null,null
,,,
176,,null,null
,,,
177,-5,null,null
,,,
178,,null,null
,,,
179,We use the Snorkel library2 to optimize equation 5 by stochastic,null,null
,,,
180,,null,null
,,,
181,"gradient descent, where we perform Gibbs sampling to estimate",null,null
,,,
