,sentence,label,data
,,,
0,Short Research Papers 1B: Recommendation and Evaluation,null,null
,,,
1,,null,null
,,,
2,"SIGIR '19, July 21­25, 2019, Paris, France",null,null
,,,
3,,null,null
,,,
4,Understanding the Interpretability of Search Result Summaries,null,null
,,,
5,,null,null
,,,
6,Siyu Mi,null,null
,,,
7,"Department of Computer Science, Virginia Tech siyu6@vt.edu",null,null
,,,
8,ABSTRACT,null,null
,,,
9,"We examine the interpretability of search results in current web search engines through a lab user study. Particularly, we evaluate search result summary as an interpretable technique that informs users why the system retrieves a result and to which extent the result is useful. We collected judgments about 1,252 search results from 40 users in 160 sessions. Experimental results indicate that the interpretability of a search result summary is a salient factor influencing users' click decisions. Users are less likely to click on a result link if they do not understand why it was retrieved",null,null
,,,
10,KEYWORDS,null,null
,,,
11,Interpretability; search result summary; click behavior.,null,null
,,,
12,ACM Reference Format: Siyu Mi and Jiepu Jiang. 2019. Understanding the Interpretability of Search Result Summaries. In Proceedings of the 42nd International ACM SIGIR Conference on Research and Development in Information Retrieval,null,null
,,,
13,1 INTRODUCTION,null,null
,,,
14,"Machine learning techniques are becoming increasingly powerful today, but they are also more and more sophisticated and difficult to understand for human beings. What we need is not only accurate models but also models that are explainable to us. Understanding how the model works may also help the user make better decisions and further improve the model.",null,null
,,,
15,"Despite many discussions of explainable AI and machine learning recently [3, 4, 9, 11, 13], few previous work explicitly examined the interpretability of search results. Some latest studies [14, 15] applied explainable techniques such as LIME [12] to interpret search result ranking. However, it remains unclear how helpful these techniques are in terms of helping search engine users. Also, we believe current search engines do have already offered some interpretable functionalities, but no previous work examined them in such a way.",null,null
,,,
16,"We note that information retrieval, among many research fields with extensive use of machine learning, is in fact one of the earliest",null,null
,,,
17,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than ACM must be honored. Abstracting with credit is permitted. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. Request permissions from permissions@acm.org. SIGIR '19, July 21­25, 2019, Paris, France © 2019 Association for Computing Machinery. ACM ISBN 978-1-4503-6172-9/19/07. . . $15.00 https://doi.org/10.1145/3331184.3331306",null,null
,,,
18,,null,null
,,,
19,Jiepu Jiang,null,null
,,,
20,"Department of Computer Science, Virginia Tech jiepu@vt.edu",null,null
,,,
21,"to offer interpretations for system decisions and outputs. Particularly, a query-biased search result summary [16] delivers two important information to search engine users:",null,null
,,,
22,"· Why the system retrieves a search result -- we use transparency to refer to the ability of a summary to interpret this information. Through selecting sentences with high coverage of query terms and highlighting keywords in URLs and snippets, search result summaries inform users keyword matching and term frequency are important criterion for retrieving and ranking search results.",null,null
,,,
23,"· To which extent a result would be useful -- we use assessability to refer to the ability of a summary to explain search result relevance. We believe assessability is a unique aspect of interpretability offered by search result summary, as many other machine learning applications directly present system outputs to end users.",null,null
,,,
