,sentence,label,data
0,Human Performance and Retrieval Precision Revisited,null,null
1,Mark D. Smucker,null,null
2,Department of Management Sciences University of Waterloo,null,null
3,msmucker@uwaterloo.ca,null,null
4,Chandra Prakash Jethani,null,null
5,David R. Cheriton School of Computer Science University of Waterloo,null,null
6,cpjethan@cs.uwaterloo.ca,null,null
7,ABSTRACT,null,null
8,Several studies have found that the Cranfield approach to evaluation can report significant performance differences between retrieval systems for which little to no performance difference is found for humans completing tasks with these systems. We revisit the relationship between precision and performance by measuring human performance on tightly controlled search tasks and with user interfaces offering limited interaction. We find that human performance and retrieval precision are strongly related. We also find that users change their relevance judging behavior based on the precision of the results. This change in behavior coupled with the well-known lack of perfect inter-assessor agreement can reduce the measured performance gains predicted by increased precision.,null,null
9,Categories and Subject Descriptors: H.3.3 [Information Search and Retrieval],null,null
10,"General Terms: Experimentation, Human Factors, Performance",null,null
11,"Keywords: Precision, user studies, human performance, Cranfield, evaluation metrics, interaction",null,null
12,1. INTRODUCTION,null,null
13,"The Cranfield approach to information retrieval (IR) evaluation measures the ranking quality of a retrieval system given a test collection of documents, search topics, and relevance judgments [4]. Popular evaluation metrics used as part of the Cranfield-style of evaluation are typically some measure reflecting the precision or recall of the ranking produced by the retrieval system.",null,null
14,"In the past decade, various studies have offered conflicting reports on the value of the Cranfield approach and its associated metrics for users of interactive retrieval systems. Most notable is perhaps the work of Hersh et al. [7] who asked ""Do improvements in system performance demonstrated by batch evaluations confer the same benefit for real users?"" Hersh et al. found no statistically significant gains for users",null,null
15,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. To copy otherwise, to republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. SIGIR'10, July 19­23, 2010, Geneva, Switzerland. Copyright 2010 ACM 978-1-60558-896-4/10/07 ...$10.00.",null,null
16,"of systems with better batch evaluation performance as measured by mean average precision (MAP). In a followup work, Turpin and Hersh [13] reached a similar conclusion. Subsequent studies have offered conflicting reports on the value of batch evaluation for predicting human performance or satisfaction [1, 2, 11, 12].",null,null
17,"In all of these studies, human performance on some task has been compared to measures of precision. From the beginning, it is clear that the attention to recall and precision has met with resistance. Responding to criticism, Cleverdon et al. [5] wrote about recall and precision saying ""The unarguable fact, however, is that they are fundamental requirements of the users, and it is quite unrealistic to try to measure how effectively a system or a subsystem is operating without bringing in recall and precision."" Voorhees [14] stresses that performing well on the abstract task represented by a Cranfield-style evaluation is ""assumed to be a necessary but not sufficient prerequisite for performing well on real search tasks.""",null,null
18,"In this paper, we revisit the connection between retrieval precision and human performance by first noting that most Cranfield-style retrieval metrics actually make little to no attempt to include a model of a user or user interface (UI). At most, the precision based metrics have a model of a user as someone who reads the ranked documents, in order, one after the other. As this hypothetical user reads documents, the user takes the time to make a relevance judgment for each document. This user takes a constant amount of time to evaluate the relevance of each document regardless of the document's length, style, or the search topic. Given what most evaluation metrics do not attempt to do, we do not find it too surprising that they lack strong predictive power for human performance with interactive retrieval systems.",null,null
19,"If we are to create evaluation metrics that are predictive of human performance, we must first better understand the relationship between retrieval precision and human performance. Our approach is to first try to understand the simplest of systems. We can then gradually increase the complexity of the systems studied as our understanding grows.",null,null
20,"As such, we conducted a two phase user study that carefully controlled the precision of ranked lists and also the level of user interaction allowed. For both phases, we investigated human performance at two different levels of precision -- low and high. In the first phase of the study, the users alternated between judging the relevance of full documents and summaries of documents. This interface forced users to proceed down the ranked list of documents one at a time. This first phase of the experiment models the common as-",null,null
21,595,null,null
