,sentence,label,data
0,Estimating Probabilities for Effective Data Fusion,null,null
1,David Lillis,null,null
2,School of Computer Science and Informatics,null,null
3,University College Dublin,null,null
4,david.lillis@ucd.ie,null,null
5,Rem W. Collier,null,null
6,School of Computer Science and Informatics,null,null
7,University College Dublin,null,null
8,rem.collier@ucd.ie,null,null
9,Lusheng Zhang,null,null
10,School of Computer Science and Informatics,null,null
11,University College Dublin,null,null
12,lu-sheng.zhang @ucdconnect.ie,null,null
13,David Leonard,null,null
14,School of Computer Science and Informatics,null,null
15,University College Dublin,null,null
16,david.leonard@ucd.ie,null,null
17,Fergus Toolan,null,null
18,School of Computer Science and Informatics,null,null
19,University College Dublin,null,null
20,fergus.toolan@ucd.ie,null,null
21,John Dunnion,null,null
22,School of Computer Science and Informatics,null,null
23,University College Dublin,null,null
24,john.dunnion@ucd.ie,null,null
25,ABSTRACT,null,null
26,"Data Fusion is the combination of a number of independent search results, relating to the same document collection, into a single result to be presented to the user. A number of probabilistic data fusion models have been shown to be effective in empirical studies. These typically attempt to estimate the probability that particular documents will be relevant, based on training data. However, little attempt has been made to gauge how the accuracy of these estimations affect fusion performance. The focus of this paper is twofold: firstly, that accurate estimation of the probability of relevance results in effective data fusion; and secondly, that an effective approximation of this probability can be made based on less training data that has previously been employed. This is based on the observation that the distribution of relevant documents follows a similar pattern in most high-quality result sets. Curve fitting suggests that this can be modelled by a simple function that is less complex than other models that have been proposed. The use of existing IR evaluation metrics is proposed as a substitution for probability calculations. Mean Average Precision is used to demonstrate the effectiveness of this approach, with evaluation results demonstrating competitive performance when compared with related algorithms with more onerous requirements for training data.",null,null
27,Categories and Subject Descriptors,null,null
28,H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval,null,null
29,General Terms,null,null
30,"Algorithms, Experimentation",null,null
31,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. To copy otherwise, to republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. SIGIR'10, July 19­23, 2010, Geneva, Switzerland. Copyright 2010 ACM 978-1-60558-896-4/10/07 ...$10.00.",null,null
32,Keywords,null,null
33,"information retrieval, probabilistic data fusion, results merging",null,null
34,1. INTRODUCTION,null,null
35,"In the context of Information Retrieval (IR), many researchers have attempted to use data fusion to improve the quality of their results. This involves submitting a query to a number of distinct IR systems (known as ""input systems"", as they provide the inputs to the fusion process) that have access to the same document collection, and subsequently merging their outputs into a single result set to be presented to the user. This is related to, but distinct from, the concept of meta-search (or collection fusion), where the results being merged are from IR systems operating with disjoint (or partially overlapping) document collections [18].",null,null
36,"Many techniques to tackle the data fusion task are available that use only the result sets that are actually being fused. These approaches vary from purely rank-based algorithms such as interleaving [18] to score-based techniques such as linear combinations [3, 14, 17] and the popular CombSum and CombMNZ algorithms [5, 6, 15]. Algorithms based on voting have also been popular [1, 13].",null,null
37,"More recently, attempts have been made to take into account the past performance of input systems when performing fusion [1, 8, 10, 16]. These techniques make use of probabilities to calculate a score on which the final, fused result set will be ranked. Many, however, require detailed training data to be available, from which the probabilities are calculated. Typically, a number of training queries are run, with each of the input systems required to provide results for each. These results are then compared with relevance judgements so as to identify the positions in each result set where relevant documents have been returned. From this data, a model can be built up that predicts the probability of particular documents being relevant, based on the system that returned them and the positions in the respective result sets they occupy.",null,null
38,"This position-level granularity of training data is an onerous requirement to have on a fusion process. Probabilistic data fusion with a minimal requirement for training would be preferable. The aim of this paper is to attempt to perform fusion based on probability of relevance, but without such",null,null
39,347,null,null
40,"a reliance on detailed training data. In order to do this, we must firstly demonstrate that an accurate probability model is indeed beneficial to fusion performance. Following this we attempt to show that this probability of relevance can be approximated by a function of a documents position within a result set. We also outline one candidate function to achieve effective fusion.",null,null
41,"This paper is organised as follows: Firstly, Section 2 outlines a number of considerations that must be taken into account when developing a data fusion solution. Section 3 motivates the work by considering some pre-existing probabilistic fusion models and examines how an accuratelyconstructed probability model can result in effective data fusion. Following from this, Section 4 shows how such a probability model can be estimated by reference to a singlevalue measure of the quality of the inputs to the fusion process. Having chosen the Mean Average Precision evaluation metric as this single-value measure, a set of experiments is outlined in Section 5 that demonstrates the effectiveness of our approach when compared with others. Finally, we outline our conclusions and present some ideas for future work in Section 6.",null,null
42,2. CHARACTERISTICS OF DATA FUSION,null,null
43,"When performing effective data fusion, there are a number of ""effects"" that may be taken into account. These were initially outlined by Vogt and Cottrell in [17].",null,null
44,· The Skimming Effect is based on the observation that relevant documents are more likely to appear at the top of result sets (where an IR system would place those documents it estimates to be most relevant). Thus favouring early-ranked documents when compiling the final result set can result in improved fusion performance.,null,null
45,· The Chorus Effect argues that if multiple input systems agree on the relevance of a document (by including it in each of their result sets) then this is increased evidence of relevance. This is also consistent with Lee's observation that IR systems tend to return the same relevant documents but different nonrelevant ones [7]. Fusion algorithms that attach greater importance to documents that are returned by multiple input systems attempt to exploit this effect.,null,null
46,"· The Dark Horse Effect refers to a situation where an input system returns an unusually high- or low-quality result set. In this situation, if a fusion technique was able to identify a ""dark horse"", it may opt to return only the result set of that input system, rather than performing any fusion. This effect is very difficult to detect and we are not aware of any techniques that attempt to make use of it.",null,null
47,3. PROBABILITY AS A STRATEGY FOR DATA FUSION,null,null
48,A number of data fusion algorithms have been proposed that use the probability of relevance as a method of assigning scores to documents. Aslam and Montague make use of a Bayesian model that uses both the probability of relevance and the probability of non-relevance to rank documents [1]. The probabilities are calculated by examining the precision,null,null
49,"at a number of document levels. Result sets are divided into ranges between these document levels, with appropriate probability values being associated with each range. Manmatha et al. infer probabilities from the ranking scores given to documents by the various input systems [11].",null,null
50,"Another group of probability-based fusion algorithms use training data to calculate a set of probabilities for each of the systems providing result sets to be fused. In this context, training data consists of result sets produced by the same input systems in response to queries for which relevance judgements are available. Having analysed where relevant documents tend to be returned by each inputs system, a probability model is built. For each of the input systems, this model maps a probability score on to each position in which a document may potentially be returned. For instance, System A may have a probability of 0.4 associated with position 1. This would imply that for any given document returned by System A at the top of its result set, there is an estimated probability of 0.4 that the document is relevant. Algorithms utilising this type of probability model include Lillis et al.'s ProbFuse [8] and SlideFuse [10] and the SegFuse algorithm developed by Shokouhi [16].",null,null
51,"This approach to data fusion relies on two fundamental assumptions. Firstly, it is assumed that a system's performance in response to training queries is indicative of how it will perform when faced with different queries. It is also assumed that the construction of an accurate probability model will result in effective fusion. Although the empirical experiments presented in [9, 10, 16] demonstrate effective retrieval performance when compared against the baseline CombMNZ, the accuracy of the probability model is not tested.",null,null
52,The aim of this paper is to examine this second assumption in more detail. Establishing that an accurate model of the probabilities required results in effective fusion further motivates the examination of further methods of constructing such models.,null,null
53,"In order to test this, we evaluated the effectiveness of using a perfect probability model for fusion. This perfect probability model was constructed by using the same queries (and consequently the same result sets) for training as for fusion. The consequence of this is that the probability model perfectly reflects the positions of the relevant documents in the result sets being used for fusion. Clearly, such an approach is not feasible from a practical point of view, as the relevant documents are not known at query time. However, the aim of this experiment is to demonstrate how effective fusion would be if an accurate approximation of the real probability distribution could be constructed.",null,null
54,"The inputs for this experiment were taken from the TREC 2004 Web Track [4]. Five fusion runs were performed, using six input systems each time. The systems were chosen by their overall MAP score, with the six best systems being part of run1, the seventh to twelfth best systems in run2 etc. These inputs consisted of result sets relating to 225 distinct topics (queries).",null,null
55,"The specific inputs used for each run are the same for all experiments presented in this paper, and are as follows:",null,null
56,"· run1: MSRC04B2S, MSRC04C12, MSRC04B1S, MSRAx4, MSRAx2,MSRAmixed1",null,null
57,"· run2: MSRAmixed3, MSRC04B1S2, MSRAx5, UAmsT04MSind, UAmsT04MWScb, UAmsT04MSinu",null,null
58,348,null,null
59,"· run3: UAmsT04MWinu, uogWebSelAn, uogWebSelAnL, MSRC04B3S, THUIRmix045, THUIRmix041",null,null
60,"· run4: uogWebCA, ICT04MNZ3, THUIRmix043, ICT04CIIS1AT, ICT04RULE, THUIRmix042",null,null
61,"· run5: ICT04basic, ICT04CIILC, MeijiHILw1, uogWebSelL, UAmsT04LnuNG, MeijiHILw3",null,null
62,"By way of comparison, the result sets were fused using the SlideFuse and CombMNZ fusion algorithms, which are described in detail in [10] and [5] respectively. SlideFuse is a probabilistic data fusion algorithm that estimates the probability of relevance at each position using training queries. It is chosen as a representative from the family of probabilistic algorithms to which it belongs (also including ProbFuse [9] and SegFuse [16]). In order to compensate for incomplete relevance judgements, where judgements of relevance or nonrelevance are not available for every document in the collection, SlideFuse smooths these probabilities using a sliding window approach. This means that the probabilities associated with each position also depends on the occurrence of relevant documents in neighbouring positions. In contrast, CombMNZ is a much simpler algorithm and has been chosen because it is frequently used as a baseline in fusion experiments. This does not use any training data, but rather uses the scores given to each document by the input systems to rank the fused result set. The details of how these were implemented are given in the following subsections.",null,null
63,3.1 PosFuse,null,null
64,"The approach based on the perfect probability model is described here as ""PosFuse"" (as it is based on the probability at the position in which a document appears). Like SlideFuse, it is calculated in two stages: a training phase and a fusion phase.",null,null
65,"In the training phase, P (dp|s) is calculated. This is the probability that a document d returned in position p of a result set is relevant, given that is has been returned by input system s. It is calculated by",null,null
66,"P (dp|s) ,",null,null
67,"qQp Rdp,q Qp",null,null
68,(1),null,null
69,"where Qp is the set of all training queries for which at least p documents were returned by the input system and Rdp,q is the relevance of the document dp to query q (1 if the document is relevant, 0 if not). This is calculated for",null,null
70,"each input system to be used in the fusion phase. Following this, the fusion stage requires that a ranking",null,null
71,score be assigned to each document (Rd). This is given by,null,null
72,"Rd , P (dp|s)",null,null
73,(2),null,null
74,sS,null,null
75,"where S is the set of all input systems used and p is the position in which document d was returned by input system s. Although the use of probabilities would suggest that multiplication would be an obvious operator to use, the nature of data fusion makes addition more useful in this scenario. Adding the probability scores together results in a document's ranking score receiving a boost for every result set in which it appears (thus leveraging the Chorus Effect). Rd",null,null
76,"is intended as a score on which to rank documents, rather than an accurate estimation of the probability of a document's relevance.",null,null
77,3.2 SlideFuse,null,null
78,"SlideFuse is a probabilistic fusion algorithm that is also based on the probability of relevance in various positions in result sets [10]. For SlideFuse, this probability calculation is the same as described above in Equation 1.",null,null
79,"However, SlideFuse does not use this probability alone in order to calculate scores. It also employs a smoothing of these probabilities based on the notion of a sliding window. The argument in favour of this smoothing is that in certain situations, some positions may be ultimately given a probability of zero. This occurs whenever no relevant documents are returned by an input system at that exact position during the training phase. There are two principal reasons why this may happen:",null,null
80,"1. Few Training Queries: If the number of queries being used for training is very small, this reduces the overall number of relevant documents being returned by each input system. Because of this, it consequently increases the chance that a particular position may not contain a relevant document for any of the training queries.",null,null
81,"2. Incomplete Relevance Judgements: When relevance judgements are ""incomplete"", not all documents have been judged for relevance to all the queries. This means that there three types of document: relevant, nonrelevant and unjudged. The lack of judged relevant documents appearing at any position may merely be as a result of documents being unjudged.",null,null
82,"Whatever the reason, a probability of zero is undesirable. Firstly, it runs contrary to the Chorus Effect to neglect to take into account that a document was actually returned by an input system, regardless of its position. Secondly, it is counter-intuitive to give any document that was returned in a result set the same treatment as one that was not returned at all.",null,null
83,The sliding window is designed to reduce the likelihood of zero probabilities by also taking into account neighbouring positions. The start and end points (a and b respectively) of the sliding window surrounding each result set position p are given by,null,null
84,p-w,null,null
85,"p - w >, 0",null,null
86,"a,",null,null
87,(3),null,null
88,0,null,null
89,p-w <0,null,null
90,p+w,null,null
91,p+w < N,null,null
92,"b,",null,null
93,(4),null,null
94,N -1,null,null
95,"p + w >, N",null,null
96,"where w is a parameter that indicates how many positions on either side of p should be included in the window and N is the total number of documents in the result set. In effect, the above definitions of a and b ensure that the window cannot begin before the first document in the result set and also cannot extend beyond the last document.",null,null
