,sentence,label,data
0,Re-examination on Lam% in Spam Filtering,null,null
1,"Haoliang Qi*, Muyun Yang**, Xiaoning He**, Sheng Li**",null,null
2,"*Department of Computer Science and Technology,",null,null
3,"**School of Computer Science and Technology,",null,null
4,Heilongjiang Institute of Technology,null,null
5,Harbin Institute of Technology,null,null
6,"No.999, Hongqi Street, Harbin, China",null,null
7,"No.92,West Dazhi Street, Harbin, China",null,null
8,"Email:haoliang.qi@gmail.com, ymy@mtlab.hit.edu.cn, nxnh@qq.com, lisheng@hit.edu.cn",null,null
9,ABSTRACT,null,null
10,"Logistic average misclassification percentage (lam%) is a key measure for the spam filtering performance. This paper demonstrates that a spam filter can achieve a perfect 0.00% in lam%, the minimal value in theory, by simply setting a biased threshold during the classifier modeling. At the same time, the overall classification performance reaches only a low accuracy. The result suggests that the role of lam% for spam filtering evaluation should be re-examined.",null,null
11,Categories and Subject Descriptors,null,null
12,H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval - Information filtering,null,null
13,General Terms,null,null
14,"Algorithms, Measurement, Performance, Theory",null,null
15,Keywords,null,null
16,Spam Filtering; Lam%; Measurement,null,null
17,1. INTRODUCTION,null,null
18,"The spam filtering is generally regarded as a binary classification task to identify spams from normal e-mails (i.e. hams). To evaluate the performance of spam filters, the overall classification accuracy (or the total proportion of misclassified messages) is not a good choice because all errors are treated on equal footing. Nevertheless, the logistic average misclassification percentage (lam%), a single quality measure based only on the filter's binary ham/spam classification accuracy, is proposed as: lam% ,"" logit-1 ((logit(hm%)+logit(sm%))/2), where logit(x)"",""log(x/(1-x)), in which hm% is ham misclassification percentage, and sm% is spam misclassification percentage[1]. As the geometric mean of the odds of ham and spam misclassification[1], lam% is widely adopted together with 1-AUC by open spam filtering competitions including TREC Spam Filtering Track and CEAS(Conference on Email and Anti-Spam) Spam-filter Challenge. The lam% is designed to impose no a priori relative importance on either ham or spam misclassification, rewarding equally an improvement in the odds of either. However, this paper demonstrates that lam% is inherently defected in allowing a 0.00% by a biased threshold, whereas maintaining a very high error rate. Therefore, it is not reliable enough to observe only lam% as the measure for spam filtering evaluation.""",null,null
19,"Copyright is held by the author/owner(s). SIGIR 2010, July 19-23, 2010, Geneva, Switzerland. ACM 978-1-60558-896-4/10/07.",null,null
20,2. OPTIMIZATION OF LAM%,null,null
21,The optimization of lam% evolves its definition as the following:,null,null
22,"lam% , logit-1 logit(hm%) + logit(sm%) 2",null,null
23,", logit-1((log hm% + log sm% ) / 2) 1 - hm% 1 - sm%",null,null
24,", logit-1((log hm%sm% ) / 2) (1 - hm%)(1 - sm%)",null,null
25,"where logit(x),"" log(x/(1-x)), and logit-1(x) , the inverse function of logit(x), is defined by logit-1(x) "", ex .",null,null
26,1+ ex,null,null
27,"In order to minimize lam%, reviewing the monotonic property of",null,null
28,"the function lam%, i.e. logit-1(x) , is necessary. Because",null,null
29,"[logit-1(x)]' ,"" ex > 0 , logit-1(x) is a monotone increasing (1+ ex )2""",null,null
30,"function. Consequently, lam% can be minimized by the minimum (log hm%sm% ) / 2 .With either hm% approaching 0",null,null
31,"(1 - hm%)(1 - sm%) while sm% unequal to 1, or sm% approaching 0 while hm% unequal to 1, (log hm%sm% ) / 2 can be minimized.",null,null
32,"(1 - hm%)(1 - sm%) Therefore a threshold of a spam filter could be set toward either side of hm% or sm%, and this will minimize (log hm%sm% ) / 2 . However an over biased threshold",null,null
33,"(1 - hm%)(1 - sm%) such as 1 in probability model will lead to hm%,""0, resulting to compute log(0) or to be divided by 0 when computing lam%. Therefore, the threshold should be well determined in order to make a desired hm% and sm%.""",null,null
34,"Each message with its score above the threshold is labeled as spam, otherwise ham. Through setting a biased threshold, i.e. setting the threshold very high or very low, hm% or sm% could approach zero, and so lam% will tend eventually to be zero. In this sense, the way to optimize lam% via a biased threshold trick is independent of specific filtering models. And Section 3 presents the details of optimizing lam% under the framework of Logistic Regression.",null,null
35,3. BIASED LOGISTIC REGRESSION,null,null
36,"Logistic Regression (LR), the state of art spam filtering model [2][3], is used as an example to optimize lam% to zero. In LR model, the prediction of a message is calculated according to logistic function which is described in Equation 1.",null,null
37,757,null,null
38,"wph(eyrie,xrsipaismth| exr",null,null
39,"i ) , exp( vector of",null,null
40,"xr i · wr )/(1+exp(xr i · wr )) the message's features,",null,null
41,"vector, and yi is the prediction of the message",null,null
42,wr is xr i .,null,null
43,1 the weight By using,null,null
44,"Equation 1, the prediction value is converted between 0 and 1",null,null
45,from a real number ranging from - to +. Algorithm 1 in the,null,null
46,following presents the pseudo code of LR.,null,null
