,sentence,label,data
,,,
0,Learning the Click-Through Rate for Rare/New Ads from Similar Ads,null,null
,,,
1,Kushal Dave,null,null
,,,
2,Language Technologies Research Centre International Institute of Information Technology,null,null
,,,
3,"Hyderabad, India",null,null
,,,
4,kushal.dave@research.iiit.ac.in,null,null
,,,
5,Vasudeva Varma,null,null
,,,
6,Language Technologies Research Centre International Institute of Information Technology,null,null
,,,
7,"Hyderabad, India",null,null
,,,
8,vv@iiit.ac.in,null,null
,,,
9,ABSTRACT,null,null
,,,
10,"Ads on the search engine (SE) are generally ranked based on their Click-through rates (CTR). Hence, accurately predicting the CTR of an ad is of paramount importance for maximizing the SE's revenue. We present a model that inherits the click information of rare/new ads from other semantically related ads. The semantic features are derived from the query ad click-through graphs and advertisers account information. We show that the model learned using these features give a very good prediction for the CTR values.",null,null
,,,
11,Categories and Subject Descriptors,null,null
,,,
12,I.2.6 [Computing Methodologies]: Artificial Intelligence-- Learning; I.6.5 [Computing Methodologies]: Simulation and Modeling--model development; H.3.3 [Information Systems]: Information Storage and Retrieval,null,null
,,,
13,General Terms,null,null
,,,
14,"Algorithms, Economics, Experimentation.",null,null
,,,
15,Keywords,null,null
,,,
16,"Sponsored Search, Click-Through Rate Prediction, Ranking",null,null
,,,
17,1. INTRODUCTION,null,null
,,,
18,"Sponsored search can be seen as an interaction between three parties - SE, User and the Advertiser. The user issues a query to a SE related to the topic on which he/she seeks information. Advertisers and SEs try to exploit the immediate interest of user in the topic by displaying ads relevant to the query topic. Advertisers bid on certain keywords known as bid terms and their ads may get displayed based on the match between bid term and the user query. SEs try to rank the ads in a way that maximizes its revenue.",null,null
,,,
19,"Search engines typically rank ads based on the expected revenue ( ad(Rev)). Expected revenue from an ad is a function of both bid and relevance: ad(Rev) ,"" BidRelevancead. The relevace of an ad is measured using its CTR. The CTR of an ad for a query is the no. of clicks normalized by no. of impressions for that query. CTR of an ad is a function of both ad and the query, i.e. an ad can have a different CTR for different queries. The CTR value for an ad-query pair""",null,null
,,,
20,"Copyright is held by the author/owner(s). SIGIR'10, July 19­23, 2010, Geneva, Switzerland. ACM 978-1-60558-896-4/10/07.",null,null
,,,
21,"is calculated form past click logs. For new/rare ads, we do not have any/sufficient past click data. Hence CTR for such ads need to be predicted so that they can be ranked along with other frequent ads. Richardson et. al. [5] predict the CTR based on ad text, ad quality etc. Fain et. al. [4] predict the CTR based on term clusters. We propose similarity features derived from click logs and advertisers hierarchy to accurately predict the CTR for new ads.",null,null
,,,
22,2. DATASET,null,null
,,,
23,"The dataset used in our experiments comprised 12 days search log from Yahoo! search engine's US market. After removing redundant fields, each record in the dataset contained following fields: 1.Query 2.Term Id 3. Creative ID 4.Adgroup ID 5.Campaign ID 6.Account ID 8.CTR. Fields 2-6 point to a unique ad. Creative id points to the ad text. An ad text comprises bid term, title, abstract & display URL. The CTR values are normalized by removing the position & presentation bias. After some preprocessing, we got 1,447,543 unique query-ad pairs from the click through logs. It contained 1,97,080 unique queries and 9,43,431 unique ads. We randomly divide this dataset into 65-25-10 ratio for training, testing and validation respectively. We use Gradient boosted decision trees (GBDT) as a regression model [3]. Using validation set, the number of trees and no. of nodes parameters of GBDT were set to 600 and 150 respectively.",Y,null
,,,
24,3. FEATURES,null,null
,,,
25,Features from Query-ad click graph: These features,null,null
,,,
26,are based on the semantic relations of the queries and ads,null,null
,,,
27,with other similar queries and ads. Regelson [4] have shown,null,null
,,,
28,that similar ads (bid terms in their case) follow similar CTR,null,null
,,,
29,distribution. The idea here is to learn the CTR values of,null,null
,,,
30,query-ad pair from semantically similar queries and ads.,null,null
,,,
31,We derive the semantic similarity from the query ad click-,null,null
,,,
32,through graph. The click graph is built from 12 days query,null,null
,,,
33,log (same period from which we generated our dataset).,null,null
,,,
34,Queries are represented as vectors and these query vectors,null,null
,,,
35,are compared to find similarity amongst the queries. A,null,null
,,,
36,query q is represented as a vector of transition probability,null,null
,,,
37,from q to all the ads in the graph. Edges are weighted us-,null,null
,,,
38,ing click frequency-inverse query frequency (CF-IQF) model:,null,null
,,,
39,"cf iqf (qi, aj ) , cij  iqf (aj ).",null,null
,,,
40,"The transition probability from a query to an ad, P (aj|qi) ,",null,null
,,,
41,"cf iqf (qi, aj)/cf iqf (qi). Each query is represented as q ,",null,null
,,,
42,"(P (a1|qi), P (a2|qi), · · · , P (an|qi)). The similarity between",null,null
,,,
43,two queries qi and qj is the cosine similarity between the,null,null
,,,
44,"two query vectors. Sim(qi, qj) , Cosine",null,null
,,,
45,qi  qj qi · qj,null,null
,,,
46,. This,null,null
,,,
47,897,null,null
,,,
48,Table 1: Improvement for various features (p-value  0.01),null,null
,,,
49,Feature,null,null
,,,
50,Baseline Sim-Q Sim-A Sim-QA Term Creative Adgroup,null,null
,,,
51,RMSE (1e-3),null,null
,,,
52,7.20 5.86 6.31 5.68 6.24 6.51 5.87,null,null
,,,
53,KL Diver-gence (1e-1),null,null
,,,
54,1.72 1.42 1.53 1.38 1.45 1.50 1.35,null,null
,,,
55,% Improvement,null,null
,,,
56,18.61% 12.36% 21.11% 13.34%,null,null
,,,
57,9.6% 18.48%,null,null
,,,
58,Feature,null,null
,,,
59,Campaign Account AdH,null,null
,,,
60,SimQA+Camp QADL,null,null
,,,
61,SimQA+Camp +QADL,null,null
,,,
62,RMSE (1e-3) 5.67 5.94 6.20 5.28 6.50,null,null
,,,
63,5.14,null,null
,,,
64,KL Diver-gence (1e-1),null,null
,,,
