,sentence,label,data
0,Blog Snippets: A Comments-Biased Approach,null,null
1,Javier Parapar,null,null
2,Information Retrieval Lab Dept. of Computer Science,null,null
3,University of A Coruña,null,null
4,javierparapar@udc.es,null,null
5,Jorge López-Castro,null,null
6,Information Retrieval Lab Dept. of Computer Science,null,null
7,University of A Coruña,null,null
8,irlab@udc.es,null,null
9,Álvaro Barreiro,null,null
10,Information Retrieval Lab Dept. of Computer Science,null,null
11,University of A Coruña,null,null
12,barreiro@udc.es,null,null
13,ABSTRACT,null,null
14,"In the last years Blog Search has been a new exciting task in Information Retrieval. The presence of user generated information with valuable opinions makes this field of huge interest. In this poster we use part of this information, the readers' comments, to improve the quality of post snippets with the objective of enhancing the user access to the relevant posts in a result list. We propose a simple method for snippet generation based on sentence selection, using the comments to guide the selection process. We evaluated our approach with standard TREC methodology in the Blogs06 collection showing significant improvements up to 32% in terms of MAP over the baseline.",null,null
15,"Categories and Subject Descriptors: H.3.3 [Information Search and Retrieval]: search process General Terms: Experimentation Keywords: Blogs, Comments, Snippets.",null,null
16,1. INTRODUCTION AND BACKGROUND,null,null
17,"In the last years the rise of the blogs has induced a new branch within the field of Information Retrieval: blog searching. Indeed, a new TREC Track has been created in order to advance in this area, the Blog Track starting in 2006 [7] with a new standard data-set, the Blogs06 collection [5].",null,null
18,"Basically in blog search we can distinguish the post-page, the individual web-page that contains a post; the post by itself, the text entry that has been written by the blog's author; and the comments, opinions of the readers about the post. For instance, in the opinion retrieval task in the TREC Blog Track the retrieval unit is the post-page. Although most of the information should be present in the post, several works have already presented results demonstrating the utility of the readers' comments in the post-pages.",null,null
19,"In [6] the authors demonstrated that by indexing the comments and the post, the recall of blog search is increased. It has to be remarked that recall is more important in blog than in web search because searchers are usually interested in all the recent posts about a specific topic. Although the precision values are basically maintained, highly discussed relevant post-pages seem to appear before in the rank. These results were obtained in a small corpus of 225MB where the 15% of the posts are commented. Another way of exploiting the comments information is in opinion finding. In [6] the comments are also used as indicators of discussion, estimat-",null,null
20,"Copyright is held by the author/owner(s). SIGIR'10, July 19­23, 2010, Geneva, Switzerland. ACM 978-1-60558-896-4/10/07.",null,null
21,ing the presence of comments and using this information to formulate query independent document priors.,null,null
