,sentence,label,data
,,,
0,"On Run Diversity in ""Evaluation as a Service""",null,null
,,,
1,"Ellen M. Voorhees,1 Jimmy Lin,2 and Miles Efron3",null,null
,,,
2,"1 National Institute of Standards and Technology 2 The iSchool, University of Maryland, College Park 3 Graduate School of Library and Information Science, University of Illinois, Urbana-Champaign",null,null
,,,
3,"ellen.voorhees@nist.gov, jimmylin@umd.edu, mefron@illinois.edu",null,null
,,,
4,ABSTRACT,null,null
,,,
5,"Evaluation as a service (EaaS) is a new methodology that enables community-wide evaluations and the construction of test collections on documents that cannot be distributed. The basic idea is that evaluation organizers provide a service API through which the evaluation task can be completed. However, this concept violates some of the premises of traditional pool-based collection building and thus calls into question the quality of the resulting test collection. In particular, the service API might restrict the diversity of runs that contribute to the pool: this might hamper innovation by researchers and lead to incomplete judgment pools that affect the reusability of the collection. This paper shows that the distinctiveness of the retrieval runs used to construct the first test collection built using EaaS, the TREC 2013 Microblog collection, is not substantially different from that of the TREC-8 ad hoc collection, a high-quality collection built using traditional pooling. Further analysis using the `leave out uniques' test suggests that pools from the Microblog 2013 collection are less complete than those from TREC-8, although both collections benefit from the presence of distinctive and effective manual runs. Although we cannot yet generalize to all EaaS implementations, our analyses reveal no obvious flaws in the test collection built using the methodology in the TREC 2013 Microblog track.",null,null
,,,
6,Categories and Subject Descriptors: H.3.4 [Information Storage and Retrieval]: Systems and Software--Performance Evaluation,null,null
,,,
7,Keywords: test collections; reusability; meta-evaluation,null,null
,,,
8,1. INTRODUCTION,null,null
,,,
9,"Large-scale community-wide evaluations such as TREC operationalize the Cranfield paradigm by building retrieval test collections that support IR research [2]. A test collection consists of a corpus of documents, a set of information needs called topics, and relevance judgments that specify which documents are relevant for which topics. A funda-",null,null
,,,
10,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than the author(s) must be honored. Abstracting with credit is permitted. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. Request permissions from permissions@acm.org. SIGIR'14, July 6­11, 2014, Gold Coast, Queensland, Australia. Copyright is held by the owner/author(s). Publication rights licensed to ACM. ACM 978-1-4503-2257-7/14/07 ...$15.00. http://dx.doi.org/10.1145/2600428.2609484.",null,null
,,,
11,"mental assumption in the paradigm is that researchers can acquire a test collection's document corpus. But what if this is not possible? This was the challenge in the TREC Microblog track evaluation, where the corpus is comprised of tweets posted on Twitter. Since the company's terms of service forbid redistribution of tweets, a test collection built on tweets cannot be distributed in a traditional manner.",null,null
,,,
12,"The solution developed by the track organizers, termed ""evaluation as a service"" (EaaS), was to provide an API through which the tweet collection can be accessed for completing the evaluation task [4, 3]. This API, consisting of a basic keyword search interface, was the only method through which track participants could access the collection. The operational deployment of the EaaS model was successful in attracting participation at TREC 2013, which provides encouraging evidence that EaaS could be generalized to other evaluation scenarios involving sensitive data (e.g., medical or desktop search). Before expanding the use of the approach, however, we need to know whether EaaS has any substantive impact on the quality of the collections produced.",null,null
,,,
13,"One concern about the EaaS model is a potential lack of diversity in the retrieval runs used to build the test collection. The criticism is this: if everyone must use the API, won't they all end up doing basically the same thing? Diversity is important from at least two perspectives. Previous work has tied the reusability of a collection built using pooling to the diversity of the retrieval runs that form the pools [1]. Diversity in participant submissions also serves as a proxy indicator that researchers are trying different (novel) retrieval techniques. The contribution of this paper is an analysis of the diversity of the pools in the TREC 2013 Microblog track (using EaaS) compared to previous evaluations--including the first two years of the Microblog track in TRECs 2011 and 2012--where participants had access to the entire corpus. We first propose a novel metric, called Run Average Overlap (RAO), that measures the overall distinctiveness of one retrieval run with respect to a given set of runs. In a second analysis, we apply another test of reusability, the leave out uniques (LOU) test. Analyses show no obvious differences in the characteristics of the pools, suggesting that the EaaS model can be used to build reusable collections.",Y,null
,,,
14,2. BUILDING POOLED COLLECTIONS,null,null
,,,
15,Pooling [8] is a method for building test collections when the target document corpus is too large to make exhaustive relevance judgments for every document for every topic. A pooled collection is built from a set of retrieval runs sub-,null,null
,,,
16,959,null,null
,,,
17,Table 1: Test collection statistics.,null,null
,,,
18,Name Docs Topics Depth Runs Groups,null,null
,,,
19,TREC-8 528 K,null,null
,,,
20,50 100 71,null,null
,,,
21,40,null,null
,,,
22,MB2012 16 M,null,null
,,,
23,60 100 121,null,null
,,,
24,33,null,null
,,,
25,MB2013 243 M,null,null
,,,
26,60,null,null
,,,
27,90 71,null,null
,,,
28,20,null,null
,,,
29,"mitted by participants of the process, typically as part of a community-wide evaluation such as TREC.1 A run is the output of a retrieval system for each topic in the collection; documents are assumed to be ordered by decreasing likelihood of relevance to the topic. The pool for a topic is comprised of the union of the top K (called the pool depth) documents retrieved for that topic by each run. Only documents in the pool are judged for relevance by a human; all other documents are assumed to be not relevant.",Y,null
,,,
30,"Test collections are research tools that are most useful when they are reusable, that is, when they fairly evaluate retrieval systems that did not contribute to their construction [1]. Thus, a reusable test collection can be used to evaluate systems even after the original evaluation that created the collection has concluded. For a pooled collection to be reusable, the pool must contain enough of the relevant documents in the collection to be an unbiased sample of the relevant documents. In practice, the completeness of a pool is a function of (at least) the pool depth, the effectiveness of the runs that comprise it, the diversity of the runs, and the true number of relevant documents [10, 9].",null,null
,,,
31,"Many of the test collections built in TREC, including the ad hoc collections and the Microblog collections, were built through pooling. The TREC ad hoc collections, especially the TREC-8 collection, have been subject to a number of analyses and have been used in hundreds of retrieval experiments whose outcomes have proven to generalize. Thus, these collections are generally accepted as high-quality test collections [5]. Our basic premise is that the TREC 2013 Microblog collection is reusable if it displays characteristics similar to the TREC ad hoc collections. The particular characteristics of interest are the distinctiveness of the runs over which the pools are formed and the number of relevant documents found by a single participant.",Y,null
,,,
32,"More details about the three collections used in this paper are given in Table 1. (Our experiments also considered the ad hoc test collections from TREC-6 and TREC-7, but they yielded similar results, and so for brevity we only present results from TREC-8 here.) The first column of the table gives the name of the collection as used in the remainder of this paper. The corpus for TREC-8 consists of approximately half a million (mostly) newswire articles. The pools were predominantly constructed from the 71 ad hoc runs that were judged (from a total of 129 submitted runs), but runs from some other tracks contributed small numbers of documents to the pools as well.2 The other two collections were built as part of the TREC Microblog tracks in 2012 and 2013, whose document corpora consist of tweets posted to Twitter. The document corpus used for the MB2012 track (called Tweets11) contains approximately 16 million tweets, which were distributed by publishing a list of tweet ids that participants then fetched [7, 6]. The EaaS model enabled the MB2013 corpus to be much larger, about 243 million",Y,null
,,,
33,1http://trec.nist.gov 2Values reported in Table 1 include only the ad hoc runs.,Y,null
,,,
34,"tweets [4]. Relevance judgments for the MB collections were made on a 3-point scale (""not relevant"", ""relevant"", ""highly relevant""), but in this work we ignore the different degrees of relevance and use both higher grades as ""relevant"".",null,null
,,,
35,"The final column of Table 1 gives the number of participants that contributed runs. TREC generally allows participating groups to submit more than a single run to a given task. In practice, runs submitted by the same participant tend to be much more similar to each other than they are to runs from other participants. Analyses of run diversity need to account for this phenomenon.",null,null
,,,
36,3. RUN AVERAGE OVERLAP,null,null
,,,
37,"Our biggest concern regarding the EaaS model is whether the common API imposed on participants restricts their retrieval approaches to the extent that different participants are compelled to submit essentially similar runs. In order to answer this question, we introduce a novel metric, Run Average Overlap (RAO), which is a measure of the tendency of a set of runs to retrieve documents in common.",null,null
,,,
