,sentence,label,data
,,,
0,Vote Calibration in Community Question-Answering Systems,null,null
,,,
1,Bee-Chung Chen,null,null
,,,
2,"LinkedIn Mountain View, CA bchen@linkedin.com",null,null
,,,
3,Xuanhui Wang,null,null
,,,
4,"Facebook Menlo Park, CA xuanhui@fb.com",null,null
,,,
5,ABSTRACT,null,null
,,,
6,"User votes are important signals in community question-answering (CQA) systems. Many features of typical CQA systems, e.g. the best answer to a question, status of a user, are dependent on ratings or votes cast by the community. In a popular CQA site, Yahoo! Answers, users vote for the best answers to their questions and can also thumb up or down each individual answer. Prior work has shown that these votes provide useful predictors for content quality and user expertise, where each vote is usually assumed to carry the same weight as others. In this paper, we analyze a set of possible factors that indicate bias in user voting behavior ­ these factors encompass different gaming behavior, as well as other eccentricities, e.g., votes to show appreciation of answerers. These observations suggest that votes need to be calibrated before being used to identify good answers or experts. To address this problem, we propose a general machine learning framework to calibrate such votes. Through extensive experiments based on an editorially judged CQA dataset, we show that our supervised learning method of content-agnostic vote calibration can significantly improve the performance of answer ranking and expert ranking.",null,null
,,,
7,Categories and Subject Descriptors: H.2.8 [Database Management]: Database Applications ­ Data Mining.,null,null
,,,
8,"Keywords: Reputation, user modeling, crowdsourcing, community question-answering.",null,null
,,,
9,1. INTRODUCTION,null,null
,,,
10,Community question answering (CQA) systems form the crowdsourced alternative to search engines for providing information. Popular and effective CQA systems such as Yahoo! Answers 1,Y,null
,,,
11,This work was conducted when all authors were affiliated with Yahoo! 1answers.yahoo.com,Y,null
,,,
12,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. To copy otherwise, to republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. SIGIR'12, August 12­16, 2012, Portland, Oregon, USA. Copyright 2012 ACM 978-1-4503-1472-5/12/08 ...$15.00.",null,null
,,,
13,Anirban Dasgupta,null,null
,,,
14,"Yahoo! Labs Sunnyvale, CA anirban@yahoo-inc.com",null,null
,,,
15,Jie Yang,null,null
,,,
16,"Google Mountain View, CA cnjieyang@gmail.com",null,null
,,,
17,"provide an environment for people to share knowledge and experience, which complement search engines by allowing questions to be posed in natural language and be answered by human beings through active content (i.e., answers) creation, instead of mining existing Web pages. Since the basis of CQA systems is the wide participation, the hurdle for users to proffer answers is typically minimal. Hence, CQA systems are also prone to spam and other kinds of abuse. Commercial spam itself is a widespread problem, and one that can mostly be tackled by conventional machine learning. Other forms of abuse, e.g., low quality content, willfully wrong answers are difficult for machines to detect, and again crowdsourcing quality content identification is an engaging, scalable way of ensuring that high quality questions and answers are identified and the creators appropriately rewarded. Different CQA systems have thus implemented different kinds of voting mechanisms coupled with user reputation systems in order to surface high quality content and discourage undesired behavior.",null,null
,,,
18,"In this paper, we focus on votes in CQA sites. Take Yahoo! Answers for example, which is heavily dependent on the best answer voting scheme. An asker (user who asks a question) can vote for the best answer to his/her question. If the asker does vote, the best answer is declared and the question is labeled as resolved. If the asker does not vote for the best answer within certain period of time, other users in the community can vote for the best answer to that question. The answer that receives the largest number of best-answer votes within a certain period of time is then declared as the best answer to this question, and the question is declared resolved. Other than best-answer votes, users can also demonstrate their quality or opinion preferences by casting thumb-up or thumbdown votes on each individual answer.",Y,null
,,,
