,sentence,label,data
0,To Index or not to Index: Time-Space Trade-Offs in Search Engines with Positional Ranking Functions,null,null
1,Diego Arroyuelo,null,null
2,"Dept. of Informatics, Univ. Técnica F. Santa María Yahoo! Labs Santiago, Chile",null,null
3,darroyue@inf.utfsm.cl,null,null
4,Senén González ,null,null
5,"University of Chile. Yahoo! Labs Santiago, Chile",null,null
6,sgonzale@dcc.uchile.cl,null,null
7,Mauricio Marin,null,null
8,"University of Santiago, Chile Yahoo! Labs Santiago, Chile",null,null
9,mmarin@yahoo-inc.com,null,null
10,Mauricio Oyarzún,null,null
11,"University of Santiago, Chile Yahoo! Labs Santiago, Chile",null,null
12,mauricio.silvaoy@usach.cl,null,null
13,Torsten Suel §,null,null
14,CSE Department Polytechnic Institute of NYU,null,null
15,"Brooklyn, NY, 11201",null,null
16,suel@poly.edu,null,null
17,ABSTRACT,null,null
18,"Positional ranking functions, widely used in web search engines, improve result quality by exploiting the positions of the query terms within documents. However, it is well known that positional indexes demand large amounts of extra space, typically about three times the space of a basic nonpositional index. Textual data, on the other hand, is needed to produce text snippets. In this paper, we study time-space tradeoffs for search engines with positional ranking functions and text snippet generation. We consider both index-based and non-index based alternatives for positional data. We aim to answer the question of whether one should index positional data or not.",null,null
19,"We show that there is a wide range of practical time-space trade-offs. Moreover, we show that both position and textual data can be stored using about 71% of the space used by traditional positional indexes, with a minor increase in query time. This yields considerable space savings and outperforms, both in space and time, recent alternatives from the literature. We also propose several efficient compressed text representations for snippet generation, which are able to use about half of the space of current state-of-the-art alternatives with little impact in query processing time.",null,null
20,Categories and Subject Descriptors,null,null
21,H.3.3 [Information Storage and Retrieval]: Information Search and Retrieval; H.2.4 [Systems]: Textual databases,null,null
22,Partially funded by Fondecyt Grant 1-110066. CONICYT Thesis Work Support Code 78100003. Partially supported by FONDEF D09I1185. §Supported by NFS Grants IIS-0803605 and IIS-1117829.,null,null
23,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. To copy otherwise, to republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. SIGIR'12, August 12­16, 2012, Portland, Oregon, USA. Copyright 2012 ACM 978-1-4503-1472-5/12/08 ...$15.00.",null,null
24,General Terms,null,null
25,"Algorithms, Experimentation, Performance",null,null
26,Keywords,null,null
27,"Positional indexing, text compression, index compression, wavelet trees, snippet generation.",null,null
28,1. INTRODUCTION,null,null
29,"Web search has become an important part of day-to-day life, affecting even the way in which people think and remember things [35]. Indeed, web search engines are one of the most important tools that give access to the huge amount of information stored in the web. The success of a web search engine mostly depends on its efficiency and the quality of its ranking function. To achieve efficient processing of queries, search engines use highly optimized data structures, including inverted indexes [6, 10, 25]. State-ofthe-art ranking functions, on the other hand, combine simple term-based ranking schemes such as BM25 [10], link-based methods such as Pagerank [7] or Hits [24], and up to several hundred other features derived from documents and search query logs.",null,null
30,"Recent work has focused on positional ranking functions [32, 27, 36, 28, 33, 40, 10] that improve result quality by considering the positions of the query terms in the documents. Thus, documents where the query terms occur close to each other might be ranked higher, as this could indicate that the document is highly relevant for the query. To support such positional ranking, the search engine must have access to the position data. This is commonly done by building an index for all term positions within documents, called a positional index. The goal is to obtain an index that is efficient in terms of both index size and access time.",null,null
31,"As shown in [32], positional ranking can be carried out in two phases. First, a simple term-based ranking scheme (such as BM25) defined over a Boolean filter is used to determine a set of high-scoring documents, say, the top 200 documents. In the second phase, the term positions are used to rerank these documents by refining their score values. (Additional third or fourth phases may be used to do further reranking according to hundreds of additional features [38], but",null,null
32,255,null,null
33,"this is orthogonal to our work.) Once the final set of topscoring documents has been determined (say, the top 10), it is necessary to generate appropriate text snippets, typically text surrounding the term occurrences, to return as part of the result page. This requires access to the actual text in the indexed web pages. It is well known [40, 21] that storing position data requires a considerable amount of space, typically about 3 to 5 times the space of an inverted index storing only document identifiers and term frequencies. Furthermore, storing the documents for snippet generation requires significant additional space.",null,null
34,"This paper focuses on alternative approaches to performing the above two-step document ranking process and the query snippet-generation phase. The aim is to optimize both space and query processing time. One important feature of position data is that it only needs to be accessed for a limited number of promising documents, say a few dozens or hundreds of documents. This access pattern differs from that for document identifiers and term frequencies, which are accessed more frequently, making access speed much more important. For position data, on the other hand, we could consider somewhat slower but smarter alternative representations without losing too much efficiency at query time [40].",null,null
35,"In this paper, we push this idea further and consider not storing the position data (i.e, the positional index) at all. Instead, we compute positions on the fly from a compressed representation of the text collection. We will study two alternative approaches to compressing the text collection: (1) wavelet trees [23], which are succinct data structures from the combinatorial pattern matching community, and (2) compressed document representations that support fast extraction of arbitrary documents. It has been shown that, compared to positional indexes, web-scale texts can often be compressed in much less space [21]. More importantly, these representations can be used for both positional reranking and snippet generation. One concern is how these alternatives impact query processing speed, and thus we will study the resulting trade-offs between running time and space requirement.",null,null
36,"Thus, to index or not to index position data, that is the research question that we hope to answer in this paper. To our knowledge, such alternative approaches for implementing positional ranking functions have not been rigorously compared before. Our main result is that we can store all the information needed for query processing (i.e., document identifiers, term frequencies, position data, and text) using space close to that of state-of-the-art positional indexes (which only store position data and thus cannot be used for snippet creation), with only a minor increase in query processing time. Thus, we provide new alternatives for practical compression of position and text data, outperforming recent approaches in [34].",null,null
37,"Following current practice in search engines [21, 14], we assume a scenario where there is enough space to maintain index data structures completely in main memory, in compressed form. In this scenario, large text collections are usually partitioned over a number of nodes in a cluster, such that each partition fits into the memory of its node. This paper focuses on how to organize data within each partition, as also assumed in previous work such as [21, 14].",null,null
38,2. BACKGROUND AND RELATED WORK,null,null
39,"Let D ,"" {D1, . . . , DN } be a document collection of size N ,""",null,null
40,"where each document is represented as a sequence Di[1..ni] of ni terms from a vocabulary  ,"" {1, . . . , V }. Notice that every term is represented by an integer, hence the documents are just arrays of integers. We also identify each document Di with a unique document identifier (docID) i. Given a term t   and a document Di  D, the in-document positions of t in Di is the set {j|Di[j] "", t}.",null,null
41,"Throughout this paper, we assume that all term separators (like spaces, `,', `;', `.', etc.) have been removed from the text. Also, we assume that all terms in the vocabulary have been represented in a case-insensitive way. This is in order to facilitate the search operations that we need to carry out over the documents in order to compute (on the fly) the positions of a given query term. To be able to retrieve the original text (with separators and the original case) one can use the presentation layer introduced by Farin~a et al. [17, Section 4]. This also supports removing stopwords and the use of stemming, among other vocabulary techniques. This extra layer requires extra space on top of that of the compressed text, as well as extra time to obtain the original text. However, this scheme must be used on all the alternatives that we consider in this paper, and thus we disregard the overhead introduced by the presentation layer and focus only on the low-level details of compression (but keeping in mind that the original text can still be retrieved).",null,null
42,2.1 Inverted Index Compression,null,null
43,"The efficiency of query processing in search engines relies on inverted indexes. These data structures store a set of inverted lists I1, . . . , IV , which are accessed through a vocabulary table. The list It maintains a posting for each document containing the term t  . Usually, a posting in an inverted list consists of a docID, a term frequency, and the in-document positions of the term. (In real systems, the docIDs, term frequencies and in-document positions are often stored separately.) Indexes whose postings store indocument positions are called positional inverted indexes.",null,null
44,"We assume that an inverted list It is divided into blocks of 128 documents each -- the particular choice of 128 documents per block is an implementation issue. Given a block of It, the term-position data for all the documents in that block are stored in a separate block of variable size. The inverted lists of the query terms are used to produce the result for the query. Since the query results are usually large, the result set must be ranked by relevance.",null,null
45,"For large document collections, the data stored in inverted indexes requires considerable amounts of space. Hence, the indexes must be compressed. To support efficient query processing (such as DAAT [10], WAND [9] or BMW OR [15]) and effective compression in the inverted lists, we sort them by increasing docID. Let dt[1..|It|] denote the sorted list of docIDs for the inverted list It. Then, we replace dt[1] with dt[1] - 1, and dt[i] with dt[i] - dt[i - 1] - 1 for i ,"" 2, . . . , |It|. In the case of frequencies, every fi is replaced with fi - 1, since fi > 0 always holds. For the positions, each pi,j is replaced with pi,j - pi,j-1 - 1. Then these values are encoded with integer compression schemes that take advantage of the resulting smaller integers.""",null,null
46,"There has been a lot of progress on compressing docIDs and frequencies, with many compression methods available [41, 10]. Some of them achieve, in general, a very good compression ratio, but at the expense of a lower decompression speed [10], for example Elias  and  encodings",null,null
47,256,null,null
48,"[16], or Golomb/Rice parametric encodings [22], interpolative encoding [30]. Other methods achieve a (slightly) lower compression ratio, though with much higher decompression speed, for example VByte [39], S9 [3], and PForDelta [42], among others [10]. The best compression method depends on the scenario at hand.",null,null
49,2.2 Positional Indexes,null,null
50,"Unfortunately, the scenario is not the same for compressing term positions, which is a problem where it has been difficult to make much progress. For instance, previous work [40] concludes that term positions in the documents do not follow simple distributions that could be used to improve compression (as is the case of, for instance, docIDs and frequencies). As a result, a positional index is about 3 to 5 times larger than a docID/frequency index, and becomes a bottleneck in index compression. Another important conclusion from [40] is that we may only have to access a limited amount of position data per query, and thus it might be preferable to use a method that compresses well even if its speed is slightly lower.",null,null
51,"Positions in inverted indexes are used mainly in two applications, phrase searching and positional ranking schemes. In this paper we study positional ranking, where the positions of the query terms within the documents are used to improve the performance of a standard ranking such as BM25. The rationale is that documents where the query terms appear close together could be more relevant for the query, so they should get a better score. Although we focus only on positional ranking functions, the compression schemes used in this paper allow for phrase searching as well. This scenario is left for future work.",null,null
52,"A recent work on positional indexing is that of Shan et al [34]. They propose to use the flat position indexes [11, 14] as an alternative of positional inverted indexes. The result is that docIDs, term frequencies and position data can be stored in space close to that of positional inverted lists, yielding a reduction of space usage. However, this index does not store the text, which makes it less suitable in scenarios where text snippets must be generated.",null,null
53,2.3 Snippet Generation,null,null
54,"Besides providing a ranking of the most relevant documents for a query, search engines must show query snippets and support accessing the ""in-cache"" version of the documents. Each snippet shows a portion of the result document, in order to help the user judge its likely relevance before accessing it. Turpin et al. [37] introduce a method to compress the text collection and support fast text extraction to generate snippets. However, to achieve fast extraction, they must use a compression scheme that uses more space than usual compressors. In a more recent work, Ferragina and Manzini [21] study how to store very large text collections in compressed form, such that the documents can be accessed when needed, and show how different compressors behave in such a scenario. One of their main concerns was how compressors can capture redundancies that arise very far apart in very long texts. Their results show that such large texts can often be compressed to just 5% of their original size.",null,null
55,2.4 Compressed Text Self-Indexes,null,null
56,Succinct or compressed data structures use as little space as possible to support operations as efficiently as possible.,null,null
57,"Thus, large data sets (like graphs, trees, and text collections)",null,null
58,"can be manipulated in main memory, avoiding the secondary",null,null
59,"storage. In particular, we are interested in compressed data",null,null
60,structures for text sequences. A compressed self-index is a,null,null
61,"data structure that represents a text in compressed space,",null,null
62,"supports indexed search capabilities on the text, and is able",null,null
63,to obtain any text substring efficiently [31]. It can be seen,null,null
64,as compression tools with indexed search capabilities.,null,null
65,"Given a sequence T [1..n] over an alphabet  ,"" {1, . . . , V },""",null,null
66,"we define operation rankc(T, i), for c  , as the number of",null,null
67,"occurrences of c in T [1..i]. Operation selectc(T, j) is defined",null,null
68,as the position of the j-th occurrence of c in T . A wavelet,null,null
69,tree [23] (WT for short) is a succinct data structure that sup-,null,null
70,"ports rank and select operations, among many virtues [19].",null,null
71,"A WT representing a text T is a balanced binary search tree where each node v represents a contiguous interval v ,",null,null
72,[i..j] of the sorted set . The tree root represents the whole,null,null
73,"vocabulary. v is divided at node v into two subsets, such",null,null
74,that,null,null
75,the,null,null
76,left,null,null
77,child,null,null
78,vl,null,null
79,of,null,null
80,v,null,null
81,represents,null,null
82,vl,null,null
83,",",null,null
84,[i..,null,null
85,i+j 2,null,null
86,"],",null,null
87,and,null,null
88,the,null,null
89,right child vr,null,null
90,represents vr,null,null
91,",",null,null
92,[,null,null
93,i+j 2,null,null
94,+ 1..j].,null,null
95,Each tree leaf,null,null
96,"represents a single vocabulary term. Hence, there are V",null,null
97,"leaves and the tree has height O(log V ). For simplicity, in",null,null
98,the following we assume that V is a power of two. Let T v be the subsequence of T formed by the symbols,null,null
99,"in v. Hence, T root , T . Node v stores a bit sequence Bv such that Bv[l] ,"" 1 if T v[l]  vr , and Bv[l] "","" 0 otherwise. Given a WT node v of depth i, Bv[j] "","" 1 iff the i-th mostsignificant bit in the encoding of T v[j] is 1. In this way,""",null,null
100,"given a term c  , the corresponding leaf in the tree can",null,null
101,be found by using the binary encoding of c. Every node v stores Bv augmented with a data structure for rank/select,null,null
102,"over bit sequences [31]. The number of bits of the vectors Bv stored at each tree level sum up to n, and including the",null,null
103,"data structure every level requires n + o(n) bits. Thus, the",null,null
104,"overall space is n log V + o(n log V ) bits [23, 31].",null,null
105,"Since a WT replaces the text it represents, we must be able",null,null
106,"to retrieve T [i], for 1  i  n. The idea is to navigate the",null,null
107,"tree from the root to the leaf corresponding to the unknown T [i]. To do so, we start from the root, and check if Broot[i] ,",null,null
108,"0. If so, the leaf of T [i] is contained in the left subtree vl",null,null
109,"of the root. Hence, we move to vl looking for the symbol at position rank0(Broot, i). Otherwise, we move to vr looking for the symbol at position rank1(Broot, i). This process is",null,null
110,"repeated recursively, until we reach the leaf of T [i], and runs",null,null
111,in O(log V ) time as we can implement the rank operation,null,null
112,"on bit vectors in constant time. To compute rankc(T, i), for",null,null
113,"any c  , we proceed mostly as before, using the binary",null,null
114,encoding of c to find the corresponding tree leaf. On the,null,null
115,"other hand, to support selectc(T, j), for any c  , we must",null,null
116,navigate the upward path from the leaf corresponding to,null,null
117,term c. Both operations can be implemented in O(log V ),null,null
118,time; see [31] for details.,null,null
119,"The space required by a WT is, in practice, about 1.1­1.2",null,null
120,"times the space of the text [12]. In our application to IR,",null,null
121,"this would produce an index larger than the text itself, which",null,null
122,"is excessive. To achieve compression, we can generate the",null,null
123,Huffman codes for the terms in  (this is a word-oriented,null,null
124,Huffman coding [29]) and use these codes to determine the,null,null
125,"corresponding tree leaf for each term. Hence, the tree is not",null,null
126,"balanced anymore, but has a Huffman tree shape [12] such",null,null
127,that frequent terms will be closer to the tree root than less,null,null
128,frequent ones. This achieves a total space of n(H0(T ) + 1) +,null,null
129,"o(n(H0(T ) + 1)) bits, where H0(T )  log V is the zero-order",null,null
130,257,null,null
131,"empirical entropy of T [26]. In practice, the space is about 0.6 to 0.7 times the text size [12]. However, notice that we have no good worst-case bounds for the operations, as the length of the longest Huffman code assigned to a symbol could be O(V ).",null,null
132,2.5 Self-Indexes for IR Applications,null,null
133,"There have been some recent attempts to apply alternative indexing techniques, such as self-indexes, in large-scale IR systems. In particular, we mention the work by Brisaboa et al. [8] and Arroyuelo et al. [5, 4]. The former [8] concludes that WT are competitive when compared with an inverted index for finding all the occurrences of a given query term within a single text. The latter [5, 4] extends [8] by supporting more IR-like operations on a WT. The result is that a WT can represent a document collection using n(H0 (T ) + 1) + o(n(H0(T ) + 1)) bits while supporting all the functionality of an inverted index. The experimental results in [5] compare with an inverted index storing just docIDs, which of course yields a smaller index. However, WTs also store extra information, such as the term frequencies and, most important for us here, the compressed text and thus the term-position data.",null,null
134,"Recent work [21] also tried to use (among other alternatives) a compressed self-index to compress web-scale texts, in order to allow decompression of arbitrary documents. Their conclusion is that compressed self-indexes still need a lot of progress in order to be competitive with standard compression tools, both in compression ratio and decompression speed. A contribution of our present work is a compressed self-index that is able to store web-scale texts and is competitive with the best state-of-the-art compressors. We think that this is a step forward in closing the gap between theory and practice in this area [20].",null,null
135,3. CONTRIBUTIONS,null,null
136,"In this paper we study what are the best ways to organize in-document positions and textual data, in order to efficiently support positional ranking and snippet generation in text search engines. One of our main conclusions is that some compressed representations of the textual data -- which are needed to support snippet generation -- can also be used to efficiently obtain the term positions needed by positional ranking methods. Therefore, no positional index is needed in many cases, thus saving considerable space at little cost in terms of running time.",null,null
137,Our main contributions can be summarized as follows:,null,null
138,"1. A study of several trade-offs for compressing position data. Rather than storing a positional index, we propose to compute the term positions from a compressed representation of the text. We explore and propose several compression alternatives. Our results significantly enhance current trade-offs between running time and memory space usage, enabling in this way more design choices for web search engines. One of our most interesting results is that both position and textual data can be stored in about 71% the space of current positional inverted indexes.",null,null
139,"2. A study of several alternatives for compressing textual data, extending the alternatives studied in previous work [21]. In particular, we show that using the scheme",null,null
140,"in [37] (to compress text and support efficient snippet generation) before using a standard compressor yields good time-space trade-offs, extending the alternatives introduced in [18]. It is important to note that variants of the scheme in [37] have been adopted by some commercial search engines, which makes our results of practical interest.",null,null
141,"3. We propose several improvements over wavelet trees [23], in order to make them competitive for representing document collections. We show how to improve the compression ratio by compressing the sequence associated to every node of the tree with standard compressors. The result is a practical web-scale compressed self-index that is competitive with the best state-ofthe-art compressors.",null,null
142,4. COMPRESSING TERM-POSITION AND TEXTUAL DATA,null,null
143,"Compressing in-document positions, i.e., the positions where each term occur within a document, has been recognized as a difficult task [40, 21]. Indeed, positions have become a bottleneck for compression compared to docIDs and frequencies. Moreover, recent work shows that the textual data can be compressed better than positions [21]. There are two main reasons for this. First, positions have a different distribution than docIDs and frequencies [40]. Second, since positions are stored separately for each term (recall Section 2.1), the local context for terms that is exploited by text compression schemes is not available in the positional inverted lists. Usually, positions require about 3 to 5 times the space of an inverted index storing docIDs and frequencies. Thus, efficient compression of in-document positions is an important challenge.",null,null
144,"Positional inverted indexes are the standard solution to this problem [25, 10, 6]. In particular, [40] shows a detailed study of alternative ways to compress positional inverted indexes. However, it is not clear that using the methods in [40] is the best one can do. Notice that the in-document position data can be obtained (at query time) by searching for the query terms in the documents -- a simple scan of the document suffices. Since textual data can be compressed much better than positions, this could decrease the space usage of positions. However, the question is how this impacts query performance. We investigate this issue in this paper. We assume that positions are used to support positional ranking as described in [10, 40].",null,null
145,"Another important issue in web search engines is the ability to generate snippets for the query results that allow users to decide which of the result documents they should visit. In this context, snippets have been shown to improve the effectiveness of search engines. To provide snippets, a search engine must store a (simplified) version of the documents in the collection. In the case of web search engines, this means the entire textual web, which requires a considerable amount of resources. Thus, the textual data must be compressed [21].",null,null
146,4.1 Basic Query Processing Steps for Positional Ranking and Snippet Extraction,null,null
147,"From now on we assume a search engine where positional ranking is used to score documents, and where snippets must",null,null
148,258,null,null
149,"be generated for the top-scoring documents. Thus, solving a query involves the following steps:",null,null
150,"1. Query Processing Step: Given a user query, use an inverted index to get the top-k1 documents according to some standard ranking function (e.g., BM25).",null,null
151,"2. Positional Ranking Step: Given the top-k1 documents from the previous step, get the positions of the query terms within these documents. Then rerank the results using a positional ranking functions [10, 40].",null,null
152,"3. Snippet Generation Step: After the re-ranking of previous step, get snippets of length s for the top-k2 documents, for a given k2  k1.",null,null
153,"For instance, k1 , 200 (as in [40]) and k2 , 10 (as in most commercial search engines) are typical values for them. We assume s ,"" 10 in this paper. The different values for these parameters should be chosen according to the trade-off between query time and search effectiveness that we want to achieve. Step 2 is usually supported by a positional inverted index [25, 10, 40]. Step 3 is supported by compressing the document collection and supporting the extraction of arbitrary documents. Our focus here is on alternative ways to implement the last two steps.""",null,null
154,4.2 The Baseline: Positional Inverted Lists and Compressed Textual Data,null,null
155,This section describes and evaluates baseline approaches to support term positions indexing and snippet extraction.,null,null
156,4.2.1 Positional Inverted Lists,null,null
157,"Positional inverted lists (PILs, for short) are the standard approach for indexing in-document position data in search engines [25, 10, 6]. In particular, we assume the representation explained in Section 2.1. To obtain position data at query time, given the docIDs of the top-k1 results for a given query, we identify the PIL blocks containing the desired positional index entries. Then these blocks are fully decompressed, and the corresponding positions are obtained. A drawback here is that we need to decompress the entire PIL block, even if we only need a single entry in it. Thus, we might end up decompressing, in the worst case, k1 blocks in each of the inverted lists involved in the query. Afterwards, these positions are used to rerank the top-k1 documents, as in [40].",null,null
158,"The access pattern for position data is much sparser than that for docIDs and frequencies, since positions must be obtained only for the top-k1 documents. Thus, just a few positions are decompressed from the PIL in each query. Given this sparse access pattern and the high space requirement of positions (as discussed above), it is better to use compression methods with a good compression ratio, like Golomb/Rice compression. These are slower to decompress, yet the fact that only a few positions are decompressed should not impact in the overall query running time.",null,null
159,4.2.2 Compressed Textual Data,null,null
160,"To compress the text collection and support decompressing arbitrary documents, a simple alternative that is used by several state-of-the-art search engines -- for instance Lucene [13] -- is to divide the whole collection into smaller text blocks, which are then compressed separately. The block",null,null
161,"size offers a time-space trade-off: larger blocks yield better compression, although decompression time is increased. Given the popularity [13, 21] and simplicity of this approach, we use it as the baseline for the compressed text.",null,null
162,4.2.3 Baseline Experiments,null,null
163,Experimental Setup.,null,null
164,"We show now experiments for the baseline approaches. For this we use an HP ProLiant DL380 G7 (589152-001) server, with a Quadcore Intel(R) Xeon(R) CPU E5620 @ 2.40GHz processor, with 128KB of L1 cache, 1MB of L2 cache, 2MB of L3 cache, and 96GB of RAM, running version 2.6.34.8-68.fc13.i686.PAE of Linux kernel.",null,null
165,"We use the TREC GOV2 collection, with about 25.2 million documents and about 32.86 million terms in the vocabulary. We work just with the text content of the collection (that is, we ignore the html code from the documents). This requires about 127GB in ASCII format. When we represent the terms as integers, the resulting text uses 91,634 MB. We use a subset of 10,000 random queries from the query log provided with the TREC GOV2 collection. All methods were implemented using C++, and compiled with g++ 4.4.5, with the full optimization flag -O5.",null,null
166,Experiments for Step 1.,null,null
