,sentence,label,data
0,Time-Based Calibration of Effectiveness Measures,null,null
1,Mark D. Smucker,null,null
2,"Department of Management Sciences University of Waterloo, Canada",null,null
3,mark.smucker@uwaterloo.ca,null,null
4,Charles L. A. Clarke,null,null
5,"School of Computer Science University of Waterloo, Canada",null,null
6,claclark@plg.uwaterloo.ca,null,null
7,ABSTRACT,null,null
8,"Many current effectiveness measures incorporate simplifying assumptions about user behavior. These assumptions prevent the measures from reflecting aspects of the search process that directly impact the quality of retrieval results as experienced by the user. In particular, these measures implicitly model users as working down a list of retrieval results, spending equal time assessing each document. In reality, even a careful user, intending to identify as much relevant material as possible, must spend longer on some documents than on others. Aspects such as document length, duplicates and summaries all influence the time required. In this paper, we introduce a time-biased gain measure, which explicitly accommodates such aspects of the search process. By conducting an appropriate user study, we calibrate and validate the measure against the TREC 2005 Robust Track test collection. We examine properties of the measure, contrasting it to traditional effectiveness measures, and exploring its extension to other aspects and environments. As its primary benefit, the measure allows us to evaluate system performance in human terms, while maintaining the simplicity and repeatability of system-oriented tests. Overall, we aim to achieve a clearer connection between user-oriented studies and system-oriented tests, allowing us to better transfer insights and outcomes from one to the other.",null,null
9,Categories and Subject Descriptors,null,null
10,H.3.4 [Information Storage and Retrieval]: Systems and Software--Performance evaluation (efficiency and effectiveness),null,null
11,General Terms,null,null
12,"Experimentation, Human Factors, Measurement",null,null
13,Keywords,null,null
14,"Information retrieval, search evaluation",null,null
15,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. To copy otherwise, to republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. SIGIR'12, August 12­16, 2012, Portland, Oregon, USA. Copyright 2012 ACM 978-1-4503-1472-5/12/08 ...$10.00.",null,null
16,1. INTRODUCTION,null,null
