,sentence,label,data
,,,
0,Combining Implicit and Explicit Topic Representations for Result Diversification,null,null
,,,
1,Jiyin He J.He@cwi.nl,null,null
,,,
2,Vera Hollink V.Hollink@cwi.nl,null,null
,,,
3,"Centrum Wiskunde en Informatica Science Park 123, 1098XG Amsterdam, the Netherlands",null,null
,,,
4,Arjen de Vries arjen.de.vries@cwi.nl,null,null
,,,
5,ABSTRACT,null,null
,,,
6,"Result diversification deals with ambiguous or multi-faceted queries by providing documents that cover as many subtopics of a query as possible. Various approaches to subtopic modeling have been proposed. Subtopics have been extracted internally, e.g., from retrieved documents, and externally, e.g., from Web resources such as query logs. Internally modeled subtopics are often implicitly represented, e.g., as latent topics, while externally modeled subtopics are often explicitly represented, e.g., as reformulated queries.",null,null
,,,
7,"We propose a framework that: i) combines both implicitly and explicitly represented subtopics; and ii) allows flexible combination of multiple external resources in a transparent and unified manner. Specifically, we use a random walk based approach to estimate the similarities of the explicit subtopics mined from a number of heterogeneous resources: click logs, anchor text, and web n-grams. We then use these similarities to regularize the latent topics extracted from the top-ranked documents, i.e., the internal (implicit) subtopics. Empirical results show that regularization with explicit subtopics extracted from the right resource leads to improved diversification results, indicating that the proposed regularization with (explicit) external resources forms better (implicit) topic models. Click logs and anchor text are shown to be more effective resources than web n-grams under current experimental settings. Combining resources does not always lead to better results, but achieves a robust performance. This robustness is important for two reasons: it cannot be predicted which resources will be most effective for a given query, and it is not yet known how to reliably determine the optimal model parameters for building implicit topic models.",null,null
,,,
8,Categories and Subject Descriptors,null,null
,,,
9,H.3 [Information Storage and Retrieval]: H.3.1 Content Analysis and Indexing; H.3.3 Information Search and Retrieval,null,null
,,,
10,General Terms,null,null
,,,
11,"Algorithms, Experimentation",null,null
,,,
12,Keywords,null,null
,,,
13,"Multi-source, Subtopics, Result diversification, Random walk",null,null
,,,
14,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. To copy otherwise, to republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. SIGIR'12, August 12­16, 2012, Portland, Oregon, USA. Copyright 2012 ACM 978-1-4503-1472-5/12/08...$15.00.",null,null
,,,
15,1. INTRODUCTION,null,null
,,,
16,"Queries in Web search are often short and underspecified [2]. For example, the query ""python"" may refer to a snake as well as a programming language, while the programming language ""python"" covers a wide range of subtopics, such as tutorials, documentations, and downloads. Without knowing the users' actual intent, result diversification deals with such queries by providing documents that cover as many subtopics of a query as possible, so that the average user's ""unhappiness"" is minimized [43].",null,null
,,,
