,sentence,label,data
0,"When Web Search Fails, Searchers Become Askers: Understanding the Transition",null,null
1,"Qiaoling Liu§, Eugene Agichtein§, Gideon Dror, Yoelle Maarek, Idan Szpektor,",null,null
2,"§Emory University, Atlanta, GA, USA Yahoo! Research, Haifa, Israel",null,null
3,"{qliu26, eugene}@mathcs.emory.edu, {gideondr, idan}@yahoo-inc.com, yoelle@ymail.com",null,null
4,ABSTRACT,null,null
5,"While Web search has become increasingly effective over the last decade, for many users' needs the required answers may be spread across many documents, or may not exist on the Web at all. Yet, many of these needs could be addressed by asking people via popular Community Question Answering (CQA) services, such as Baidu Knows, Quora, or Yahoo! Answers. In this paper, we perform the first large-scale analysis of how searchers become askers. For this, we study the logs of a major web search engine to trace the transformation of a large number of failed searches into questions posted on a popular CQA site. Specifically, we analyze the characteristics of the queries, and of the patterns of search behavior that precede posting a question; the relationship between the content of the attempted queries and of the posted questions; and the subsequent actions the user performs on the CQA site. Our work develops novel insights into searcher intent and behavior that lead to asking questions to the community, providing a foundation for more effective integration of automated web search and social information seeking.",null,null
6,Categories and Subject Descriptors,null,null
7,H.3.3 [Information Systems]: Information Storage and Retrieval,null,null
8,Keywords,null,null
9,"query analysis, community question answering",null,null
10,1. INTRODUCTION,null,null
11,"While Web search engines have significantly progressed in effectiveness and efficiency over the last decade, there still exist certain user needs that cannot be satisfied. This could be due to a number of reasons, such as the difficulty of expressing a complex need as a short search query, the lack of existing relevant content on the Web (e.g., for unique or ""tail"" needs that keep appearing), and for more ""social"" needs, for which the user prefers to interact with a real human.",null,null
12,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. To copy otherwise, to republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. SIGIR'12, August 12­16, 2012, Portland, Oregon, USA. Copyright 2012 ACM 978-1-4503-1472-5/12/08 ...$15.00.",null,null
13,"In fact, Hitwise in August 2011 reported that only 6680% of the searches are successful1, and Hassan et al. [15] obtained a similar success rate of search goals (73%) via human labeling. We argue that many such unsatisfied searches could be addressed by asking people via Community Question Answering (CQA) services, such as Baidu Knows, Quora, or Yahoo! Answers. It already happens in practice. For example, we have observed that about 2% of web search sessions performed by users who are also members of the Yahoo! Answers community, lead to a question posted to the community. Consider Figure 1a, which depicts a sample search submitted to a major search engine. The searcher is not satisfied with the results, and eventually posts a related question on the Yahoo! Answers site, which is then answered to the searcher's satisfaction. Understanding and improving the synergy between searching and community question answering is at the heart of this work.",null,null
14,"Specifically, our goal is to better understand the behavior of these users, as well as characterize the types of Web searches that could be effectively handled by CQA sites. Insights acquired during such analysis should bring multiple benefits to both search engines and CQA systems. On one hand, search engines always need to better understand when searchers are unsatisfied by the returned results. More specifically, Web search engines would find value in analyzing the search session patterns of such unsuccessful queries, the associated underlying query intents, and possibly reflect these findings in search effectiveness metrics. One can even imagine new search experiences that would allow users to turn to the community for certain types of needs better addressed by people than by traditional Web search. Additionally, CQA systems could potentially improve the asking experience by taking advantage of the context provided by unsuccessful queries preceding a posted question. One can imagine several ways to leverage this context, such as automatically giving examples of irrelevant answers to clarify the question to the community.",null,null
15,"To the best of our knowledge, our work is the first to perform a large-scale study of the transformation of searchers into askers. That is, we start our analysis with web search sessions, trace the searcher through her visit to a CQA site, and analyze the resulting questions posted for the community.",null,null
16,"We focus on one of the most visited, and more mature, CQA systems existing today, namely Yahoo! Answers, which",null,null
17,1www.hitwise.com/us/about-us/ press-center/press-releases/ experian-hitwise-reports-google-share-of-searche/,null,null
18,801,null,null
19,(a),null,null
20,(b),null,null
21,Figure 1: Example search (a) followed by a question posted by the same user on the Yahoo! Answers site with a satisfactory answer from the community (b).,null,null
22,with more than 1 billion posted answers2 is highly visible,null,null
23,such as occurrence of personal pronouns or sentiment,null,null
24,in most search engines result pages. We built a corpus of,null,null
25,indicators (Section 4).,null,null
26,query-to-question transitions and studied it in order to un-,null,null
27,derstand when and why searchers become askers. A privacy-,null,null
28,preserving subset of the data has recently been made publicly available through Yahoo's Webscope program3.,null,null
29,Research Question 3: How do searchers behave after transferring to the CQA site?,null,null
30,"More specifically, our study is organized around the following three research questions, each associated with a set of hypotheses:",null,null
31,· Hypothesis 5: We further hypothesize that the content and the topics of the questions posted after a search session differ substantially from the general ques-,null,null
32,Research Question 1: When do searchers turn to CQA,null,null
33,tion distribution (Section 5.1).,null,null
34,for answers?,null,null
35,· Hypothesis 6: We hypothesize that the question ses-,null,null
36,"· Hypothesis 1: Queries and information needs of search sessions that lead to posting questions are hypothesized to share common characteristics, and differ from general web searches in words and information needs (Section 3.1).",null,null
37,"sions after switching from searching, exhibit different characteristics than general question sessions and search sessions explored in depth in previous research work [17][10]. We study these different types of sessions in terms of duration and persistence for specific users and examine their behavior over time (Section 5.2).",null,null
38,"· Hypothesis 2: We hypothesize that searchers who switch to CQA exhibit common search behavior. For instance, they tend to click more on CQA results on",null,null
39,The rest of this paper is dedicated to answering the above questions and verifying the associated hypotheses.,null,null
40,"the search result page, and their search sessions are",null,null
41,"longer, allowing to characterize different types of users in the same spirit as [7] (Section 3.2).",null,null
42,2. ACQUIRING DATA,null,null
43,"In order to understand how searchers become askers, we",null,null
44,collected a dataset that contains both the search session part,null,null
45,Research Question 2: How do search queries relate to the associated questions posted on CQA sites?,null,null
46,and asking session part of each user who conducted a search session that resulted in posting a question. Our dataset is derived from joining a sample of the query logs of the Yahoo!,null,null
47,· Hypothesis 3: Queries and questions follow different,null,null
48,"search engine and the Yahoo! Answers question logs, both",null,null
49,"word distributions. More specifically, words in queries",null,null
50,for June 2011.,null,null
51,are hypothesized to follow different distributions than,null,null
52,"To create this dataset, we first created a mapping of users",null,null
53,"those appearing in questions, and a clear vocabulary",null,null
54,"between the two logs, based on the clicks on the same Yahoo!",null,null
55,gap between these can be observed (Section 4).,null,null
56,Answers question page following the same query on the same,null,null
57,"time frame, as they appear in both logs. Then, we extracted",null,null
58,· Hypothesis 4: Questions are typically more specific,null,null
59,"user actions from the query and question logs, e.g. posting",null,null
60,"than queries and include additional context (e.g., per-",null,null
61,"queries and clicking on results from query logs, as well as",null,null
62,sonal background) absent from the original queries.,null,null
63,posting questions and re-viewing them from the question,null,null
64,We hypothesize that these differences are reflected in,null,null
65,logs. We constructed search sessions from these extracted,null,null
66,"the lexicographic differences between questions and queries, actions, with a 30 minutes timeout as a session boundary.",null,null
67,2http://yanswersblog.com/index.php/archives/2010/,null,null
68,05/03/1-billion-answers-served/ 3http://webscope.sandbox.yahoo.com/,null,null
69,"Question sessions have no temporal boundary, since every action in the session unambiguously refers to the question posted by the asker.",null,null
70,802,null,null
71,Table 1: Statistics of the constructed datasets. Description,null,null
72,Total sampled search sessions SearchOnly sessions Search sessions that include question sessions SearchAsk sessions: search sessions with a single relevant question posted after searching,null,null
73,Number of sessions,null,null
74,"1,287,238 (100%) 1,233,279 (95.8%)",null,null
75,53959 (4.2%) 21231 (1.65%),null,null
76,Query length distribution (cumulative) 0.0 0.2 0.4 0.6 0.8 1.0,null,null
77,"Once we had search sessions and question sessions, and mapping between some of them, we created two datasets. The first, termed SearchAsk dataset, contains search sessions that turned into question sessions. We only kept such sessions that resulted in posting one and only one question for simplicity of analysis later on. In addition, we only kept sessions in which the posted question is ""relevant"" to a previously issued query (if the query and the question share at least one non-stopword, they were considered relevant). By observing that some users actually searched for Yahoo! Answers to navigate to its home page before they posted a question there, we deleted such special navigational clicks and corresponding queries from the user action sequences. The second dataset, termed SearchOnly dataset, consists of search sessions that did not turn into question sessions. In both datasets, we only kept sessions for users that posted at least once in Yahoo! Answers, since these users are aware of the site and know how to post a question there, thus removing the potential investment of effort for newcomers to join the site, and filtering our the users that simply do not know where to ask questions.",null,null
