,sentence,label,data
,,,
0,Learning Maximal Marginal Relevance Model via Directly Optimizing Diversity Evaluation Measures,null,null
,,,
1,Long Xia Jun Xu Yanyan Lan Jiafeng Guo Xueqi Cheng,null,null
,,,
2,"CAS Key Lab of Network Data Science and Technology, Institute of Computing Technology, Chinese Academy of Sciences",null,null
,,,
3,"xialong@software.ict.ac.cn, {junxu, lanyanyan, guojiafeng, cxq}@ict.ac.cn",null,null
,,,
4,ABSTRACT,null,null
,,,
5,"In this paper we address the issue of learning a ranking model for search result diversification. In the task, a model concerns with both query-document relevance and document diversity is automatically created with training data. Ideally a diverse ranking model would be designed to meet the criterion of maximal marginal relevance, for selecting documents that have the least similarity to previously selected documents. Also, an ideal learning algorithm for diverse ranking would train a ranking model that could directly optimize the diversity evaluation measures with respect to the training data. Existing methods, however, either fail to model the marginal relevance, or train ranking models by minimizing loss functions that loosely related to the evaluation measures. To deal with the problem, we propose a novel learning algorithm under the framework of Perceptron, which adopts the ranking model that maximizes marginal relevance at ranking and can optimize any diversity evaluation measure in training. The algorithm, referred to as PAMM (Perceptron Algorithm using Measures as Margins), first constructs positive and negative diverse rankings for each training query, and then repeatedly adjusts the model parameters so that the margins between the positive and negative rankings are maximized. Experimental results on three benchmark datasets show that PAMM significantly outperforms the state-of-the-art baseline methods.",null,null
,,,
6,Categories and Subject Descriptors,null,null
,,,
7,H.3.3 [Information Search and Retrieval]: Information Search and Retrieval ­ Retrieval Models,null,null
,,,
8,General Terms,null,null
,,,
9,Algorithms,null,null
,,,
10,Keywords,null,null
,,,
11,search result diversification; maximal marginal relevance; directly optimizing evaluation measures,null,null
,,,
12,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than ACM must be honored. Abstracting with credit is permitted. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. Request permissions from Permissions@acm.org. SIGIR'15, August 09 - 13, 2015, Santiago, Chile.",null,null
,,,
13,c 2015 ACM. ISBN 978-1-4503-3621-5/15/08 ...$15.00.,null,null
,,,
14,DOI: http://dx.doi.org/10.1145/2766462.2767710.,null,null
,,,
15,1. INTRODUCTION,null,null
,,,
