,sentence,label,data
,,,
0,Learning to Reweight Terms with Distributed Representations,null,null
,,,
1,Guoqing Zheng,null,null
,,,
2,School of Computer Science Carnegie Mellon University,null,null
,,,
3,"5000 Forbes Avenue Pittsburgh, PA 15213, USA",null,null
,,,
4,gzheng@cs.cmu.edu,null,null
,,,
5,ABSTRACT,null,null
,,,
6,"Term weighting is a fundamental problem in IR research and numerous weighting models have been proposed. Proper term weighting can greatly improve retrieval accuracies, which essentially involves two types of query understanding: interpreting the query and judging the relative contribution of the terms to the query. These two steps are often dealt with separately, and complicated yet not so effective weighting strategies are proposed. In this paper, we propose to address query interpretation and term weighting in a unified framework built upon distributed representations of words from recent advances in neural network language modeling. Specifically, we represent term and query as vectors in the same latent space, construct features for terms using their word vectors and learn a model to map the features onto the defined target term weights. The proposed method is simple yet effective. Experiments using four collections and two retrieval models demonstrates significantly higher retrieval accuracies than baseline models.",null,null
,,,
7,Categories and Subject Descriptors,null,null
,,,
8,H.3.3 [Information Search and Retrieval]: Retrieval models,null,null
,,,
9,General Terms,null,null
,,,
10,"Algorithms, Experimentation",null,null
,,,
11,Keywords,null,null
,,,
12,"Query term weighting, distributed representations, word vectors",null,null
,,,
13,1. INTRODUCTION,null,null
,,,
14,"Performance of text search engines relies heavily on query understanding, of which one important problem is how to",null,null
,,,
15,"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than ACM must be honored. Abstracting with credit is permitted. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. Request permissions from permissions@acm.org. SIGIR'15, August 09 - 13, 2015, Santiago, Chile.",null,null
,,,
16,c 2015 ACM. ISBN 978-1-4503-3621-5/15/08 ...$15.00.,null,null
,,,
17,DOI: http://dx.doi.org/10.1145/2766462.2767700.,null,null
,,,
18,Jamie Callan,null,null
,,,
19,School of Computer Science Carnegie Mellon University,null,null
,,,
20,"5000 Forbes Avenue Pittsburgh, PA 15213, USA",null,null
,,,
21,callan@cs.cmu.edu,null,null
,,,
